time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;9;67;4;67;8;74;2;71;0;63;FISH_CATCH;
999;9;68;4;68;8;74;2;72;0;64;FISH_CATCH;
2015;9;69;4;69;8;74;2;73;0;65;FISH_CATCH;
3015;9;70;4;69;8;75;2;74;0;66;FISH_CATCH;
4030;9;71;4;70;8;76;2;75;0;67;FISH_CATCH;
5031;9;72;4;71;8;77;2;76;0;68;FISH_CATCH;
6031;9;73;4;71;8;78;2;76;0;69;FISH_CATCH;
7031;9;73;4;72;8;79;2;76;0;69;FISH_CATCH;
7031;9;73;4;72;8;79;6;76;0;69;PLAYER_SWITCH;
8046;9;73;4;73;8;80;6;76;0;70;FISH_CATCH;
9052;9;74;4;73;8;80;6;77;0;70;FISH_CATCH;
9756;9;74;4;73;8;80;6;77;6;70;PLAYER_SWITCH;
10052;9;74;4;73;8;81;6;77;6;70;FISH_CATCH;
10943;9;74;4;73;8;81;3;77;6;70;PLAYER_SWITCH;
11052;9;75;4;74;8;81;3;78;6;71;FISH_CATCH;
12068;9;75;4;75;8;81;3;79;6;72;FISH_CATCH;
12662;9;75;4;75;1;81;3;79;6;72;PLAYER_SWITCH;
13084;9;76;4;76;1;82;3;80;6;72;FISH_CATCH;
14084;9;77;4;77;1;83;3;81;6;73;FISH_CATCH;
15099;9;78;4;78;1;84;3;82;6;73;FISH_CATCH;
16099;9;79;4;79;1;84;3;82;6;74;FISH_CATCH;
17115;9;80;4;80;1;85;3;83;6;75;FISH_CATCH;
18131;9;80;4;81;1;86;3;84;6;75;FISH_CATCH;
19146;9;80;4;82;1;87;3;85;6;75;FISH_CATCH;
20084;9;80;4;82;1;87;3;85;4;75;PLAYER_SWITCH;
20162;9;81;4;83;1;88;3;86;4;76;FISH_CATCH;
21177;9;82;4;84;1;89;3;87;4;76;FISH_CATCH;
22177;9;83;4;85;1;90;3;88;4;77;FISH_CATCH;
23193;9;83;4;85;1;91;3;89;4;78;FISH_CATCH;
23756;1;83;4;85;1;91;3;89;4;78;PLAYER_SWITCH;
24021;1;83;8;85;1;91;3;89;4;78;PLAYER_SWITCH;
24198;1;84;8;86;1;92;3;90;4;79;FISH_CATCH;
