time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;5;155;8;141;0;140;7;164;4;152;FISH_CATCH;
999;5;156;8;141;0;141;7;165;4;152;FISH_CATCH;
1999;5;157;8;141;0;142;7;166;4;153;FISH_CATCH;
2468;5;157;2;141;0;142;7;166;4;153;PLAYER_SWITCH;
3015;5;157;2;142;0;142;7;166;4;153;FISH_CATCH;
4024;5;158;2;143;0;142;7;167;4;154;FISH_CATCH;
5025;5;158;2;144;0;143;7;167;4;155;FISH_CATCH;
6029;5;158;2;145;0;144;7;167;4;155;FISH_CATCH;
7035;5;159;2;146;0;144;7;168;4;156;FISH_CATCH;
7894;5;159;2;146;6;144;7;168;4;156;PLAYER_SWITCH;
8035;5;160;2;147;6;145;7;168;4;156;FISH_CATCH;
9047;5;160;2;148;6;146;7;168;4;157;FISH_CATCH;
10062;5;161;2;148;6;146;7;168;4;157;FISH_CATCH;
11000;3;161;2;148;6;146;7;168;4;157;PLAYER_SWITCH;
11082;3;161;2;149;6;146;7;168;4;157;FISH_CATCH;
11406;3;161;2;149;6;146;7;168;5;157;PLAYER_SWITCH;
11687;3;161;2;149;6;146;4;168;5;157;PLAYER_SWITCH;
12093;3;161;2;150;6;146;4;168;5;157;FISH_CATCH;
12296;3;161;2;150;1;146;4;168;5;157;PLAYER_SWITCH;
13107;3;161;2;151;1;147;4;169;5;157;FISH_CATCH;
14120;3;162;2;152;1;147;4;170;5;158;FISH_CATCH;
15120;3;163;2;153;1;148;4;170;5;159;FISH_CATCH;
16132;3;164;2;154;1;148;4;171;5;159;FISH_CATCH;
17132;3;165;2;154;1;149;4;172;5;160;FISH_CATCH;
18144;3;166;2;155;1;150;4;173;5;161;FISH_CATCH;
19160;3;167;2;155;1;151;4;174;5;161;FISH_CATCH;
20160;3;168;2;156;1;152;4;174;5;161;FISH_CATCH;
20925;3;168;2;156;1;152;4;174;0;161;PLAYER_SWITCH;
