time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;8;1951;4;1969;3;1990;0;2041;9;1990;FISH_CATCH;
999;8;1952;4;1969;3;1990;0;2041;9;1990;FISH_CATCH;
2003;8;1953;4;1970;3;1990;0;2041;9;1990;FISH_CATCH;
2284;8;1953;5;1970;3;1990;0;2041;9;1990;PLAYER_SWITCH;
2753;8;1953;5;1970;3;1990;6;2041;9;1990;PLAYER_SWITCH;
3019;8;1953;5;1970;3;1991;6;2042;9;1991;FISH_CATCH;
3503;8;1953;5;1970;7;1991;6;2042;9;1991;PLAYER_SWITCH;
4020;8;1954;5;1970;7;1991;6;2043;9;1991;FISH_CATCH;
4816;8;1954;4;1970;7;1991;6;2043;9;1991;PLAYER_SWITCH;
5034;8;1954;4;1971;7;1991;6;2044;9;1992;FISH_CATCH;
6034;8;1954;4;1971;7;1992;6;2045;9;1993;FISH_CATCH;
7034;8;1955;4;1972;7;1993;6;2046;9;1994;FISH_CATCH;
8035;8;1956;4;1972;7;1993;6;2046;9;1994;FISH_CATCH;
9051;8;1956;4;1972;7;1994;6;2046;9;1994;FISH_CATCH;
10066;8;1957;4;1973;7;1995;6;2046;9;1994;FISH_CATCH;
11082;8;1958;4;1973;7;1996;6;2047;9;1994;FISH_CATCH;
12082;8;1958;4;1974;7;1996;6;2048;9;1995;FISH_CATCH;
13082;8;1959;4;1975;7;1997;6;2048;9;1996;FISH_CATCH;
14098;8;1959;4;1975;7;1998;6;2049;9;1997;FISH_CATCH;
15113;8;1959;4;1975;7;1999;6;2049;9;1998;FISH_CATCH;
16117;8;1959;4;1976;7;1999;6;2050;9;1999;FISH_CATCH;
17132;8;1959;4;1977;7;1999;6;2050;9;1999;FISH_CATCH;
18132;8;1959;4;1977;7;1999;6;2050;9;1999;FISH_CATCH;
19132;8;1960;4;1977;7;2000;6;2050;9;1999;FISH_CATCH;
20134;8;1960;4;1977;7;2000;6;2051;9;1999;FISH_CATCH;
20415;8;1960;4;1977;7;2000;2;2051;9;1999;PLAYER_SWITCH;
21149;8;1961;4;1977;7;2000;2;2051;9;1999;FISH_CATCH;
22165;8;1962;4;1978;7;2000;2;2052;9;1999;FISH_CATCH;
22274;8;1962;5;1978;7;2000;2;2052;9;1999;PLAYER_SWITCH;
23165;8;1962;5;1978;7;2000;2;2052;9;1999;FISH_CATCH;
24008;8;1962;5;1978;7;2000;2;2052;0;1999;PLAYER_SWITCH;
24180;8;1962;5;1978;7;2001;2;2053;0;1999;FISH_CATCH;
24540;8;1962;4;1978;7;2001;2;2053;0;1999;PLAYER_SWITCH;
25180;8;1962;4;1978;7;2001;2;2053;0;2000;FISH_CATCH;
25634;8;1962;4;1978;3;2001;2;2053;0;2000;PLAYER_SWITCH;
26181;8;1962;4;1979;3;2002;2;2054;0;2001;FISH_CATCH;
27181;8;1962;4;1980;3;2003;2;2054;0;2002;FISH_CATCH;
28196;8;1962;4;1980;3;2003;2;2055;0;2003;FISH_CATCH;
29212;8;1963;4;1980;3;2003;2;2056;0;2003;FISH_CATCH;
30212;8;1964;4;1981;3;2003;2;2057;0;2004;FISH_CATCH;
31212;8;1965;4;1981;3;2003;2;2057;0;2004;FISH_CATCH;
32227;8;1966;4;1981;3;2004;2;2057;0;2005;FISH_CATCH;
33227;8;1967;4;1981;3;2004;2;2057;0;2006;FISH_CATCH;
33243;8;1967;6;1981;3;2004;2;2057;0;2006;PLAYER_SWITCH;
33821;8;1967;6;1981;7;2004;2;2057;0;2006;PLAYER_SWITCH;
34243;8;1968;6;1981;7;2005;2;2058;0;2007;FISH_CATCH;
35258;8;1969;6;1981;7;2005;2;2059;0;2008;FISH_CATCH;
35837;8;1969;3;1981;7;2005;2;2059;0;2008;PLAYER_SWITCH;
36258;8;1970;3;1982;7;2006;2;2060;0;2009;FISH_CATCH;
37259;8;1970;3;1982;7;2007;2;2061;0;2010;FISH_CATCH;
38263;8;1971;3;1983;7;2008;2;2062;0;2011;FISH_CATCH;
