time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;6;1827;4;1783;1;1811;5;1824;3;1815;FISH_CATCH;
999;6;1827;4;1784;1;1812;5;1825;3;1815;FISH_CATCH;
2015;6;1828;4;1784;1;1812;5;1826;3;1815;FISH_CATCH;
3015;6;1829;4;1784;1;1812;5;1826;3;1815;FISH_CATCH;
3733;6;1829;4;1784;1;1812;5;1826;7;1815;PLAYER_SWITCH;
4030;6;1829;4;1785;1;1813;5;1827;7;1815;FISH_CATCH;
5030;6;1829;4;1785;1;1813;5;1828;7;1815;FISH_CATCH;
5733;6;1829;4;1785;9;1813;5;1828;7;1815;PLAYER_SWITCH;
6030;6;1830;4;1786;9;1813;5;1828;7;1815;FISH_CATCH;
6233;6;1830;8;1786;9;1813;5;1828;7;1815;PLAYER_SWITCH;
7032;6;1830;8;1786;9;1814;5;1828;7;1815;FISH_CATCH;
8033;6;1831;8;1787;9;1815;5;1829;7;1815;FISH_CATCH;
9048;6;1832;8;1788;9;1816;5;1829;7;1816;FISH_CATCH;
10064;6;1833;8;1788;9;1817;5;1830;7;1817;FISH_CATCH;
11079;6;1833;8;1788;9;1817;5;1830;7;1817;FISH_CATCH;
12095;6;1834;8;1789;9;1818;5;1831;7;1818;FISH_CATCH;
13104;6;1835;8;1789;9;1818;5;1831;7;1818;FISH_CATCH;
14120;6;1835;8;1790;9;1818;5;1831;7;1819;FISH_CATCH;
15135;6;1835;8;1791;9;1819;5;1832;7;1819;FISH_CATCH;
15589;3;1835;8;1791;9;1819;5;1832;7;1819;PLAYER_SWITCH;
16135;3;1835;8;1792;9;1820;5;1832;7;1819;FISH_CATCH;
16182;3;1835;8;1792;9;1820;5;1832;4;1819;PLAYER_SWITCH;
17151;3;1836;8;1793;9;1821;5;1832;4;1819;FISH_CATCH;
18167;3;1836;8;1793;9;1821;5;1832;4;1820;FISH_CATCH;
19167;3;1837;8;1793;9;1821;5;1833;4;1820;FISH_CATCH;
19401;3;1837;0;1793;9;1821;5;1833;4;1820;PLAYER_SWITCH;
20167;3;1837;0;1793;9;1821;5;1833;4;1821;FISH_CATCH;
21167;3;1838;0;1794;9;1821;5;1834;4;1822;FISH_CATCH;
22182;3;1838;0;1794;9;1821;5;1834;4;1822;FISH_CATCH;
22964;3;1838;0;1794;9;1821;2;1834;4;1822;PLAYER_SWITCH;
23182;3;1838;0;1795;9;1822;2;1835;4;1822;FISH_CATCH;
23182;3;1838;0;1795;1;1822;2;1835;4;1822;PLAYER_SWITCH;
24198;3;1838;0;1796;1;1822;2;1836;4;1822;FISH_CATCH;
25198;3;1838;0;1797;1;1822;2;1836;4;1822;FISH_CATCH;
26214;3;1838;0;1797;1;1822;2;1836;4;1822;FISH_CATCH;
27229;3;1838;0;1797;1;1822;2;1836;4;1823;FISH_CATCH;
28229;3;1838;0;1797;1;1823;2;1836;4;1823;FISH_CATCH;
29245;3;1839;0;1798;1;1823;2;1836;4;1823;FISH_CATCH;
29276;3;1839;0;1798;1;1823;2;1836;7;1823;PLAYER_SWITCH;
29698;8;1839;0;1798;1;1823;2;1836;7;1823;PLAYER_SWITCH;
30042;8;1839;5;1798;1;1823;2;1836;7;1823;PLAYER_SWITCH;
30245;8;1840;5;1798;1;1824;2;1837;7;1823;FISH_CATCH;
30604;8;1840;5;1798;6;1824;2;1837;7;1823;PLAYER_SWITCH;
30839;8;1840;5;1798;6;1824;9;1837;7;1823;PLAYER_SWITCH;
31261;8;1841;5;1799;6;1825;9;1837;7;1823;FISH_CATCH;
32276;8;1841;5;1799;6;1825;9;1838;7;1824;FISH_CATCH;
33276;8;1842;5;1800;6;1826;9;1839;7;1825;FISH_CATCH;
34276;8;1842;5;1801;6;1827;9;1839;7;1826;FISH_CATCH;
35292;8;1842;5;1802;6;1828;9;1840;7;1827;FISH_CATCH;
36292;8;1843;5;1803;6;1828;9;1841;7;1828;FISH_CATCH;
37307;8;1844;5;1804;6;1828;9;1841;7;1828;FISH_CATCH;
38307;8;1845;5;1805;6;1829;9;1841;7;1828;FISH_CATCH;
39323;8;1846;5;1805;6;1829;9;1841;7;1828;FISH_CATCH;
40323;8;1846;5;1805;6;1829;9;1842;7;1829;FISH_CATCH;
41339;8;1846;5;1805;6;1829;9;1842;7;1830;FISH_CATCH;
42354;8;1846;5;1805;6;1830;9;1842;7;1830;FISH_CATCH;
43354;8;1846;5;1805;6;1830;9;1843;7;1831;FISH_CATCH;
43515;8;1846;5;1805;0;1830;9;1843;7;1831;PLAYER_SWITCH;
43917;8;1846;3;1805;0;1830;9;1843;7;1831;PLAYER_SWITCH;
44370;8;1846;3;1805;0;1830;9;1843;7;1831;FISH_CATCH;
45370;8;1847;3;1806;0;1830;9;1843;7;1832;FISH_CATCH;
46370;8;1847;3;1806;0;1831;9;1844;7;1833;FISH_CATCH;
47370;8;1848;3;1806;0;1832;9;1844;7;1833;FISH_CATCH;
48386;8;1849;3;1806;0;1833;9;1844;7;1834;FISH_CATCH;
49394;8;1850;3;1806;0;1834;9;1844;7;1834;FISH_CATCH;
49677;8;1850;5;1806;0;1834;9;1844;7;1834;PLAYER_SWITCH;
50396;8;1851;5;1806;0;1834;9;1845;7;1834;FISH_CATCH;
51396;8;1851;5;1806;0;1835;9;1845;7;1835;FISH_CATCH;
52411;8;1852;5;1807;0;1835;9;1846;7;1836;FISH_CATCH;
53411;8;1852;5;1807;0;1836;9;1846;7;1836;FISH_CATCH;
54411;8;1853;5;1808;0;1837;9;1847;7;1837;FISH_CATCH;
55427;8;1853;5;1808;0;1837;9;1847;7;1838;FISH_CATCH;
56432;8;1853;5;1809;0;1837;9;1847;7;1838;FISH_CATCH;
57447;8;1854;5;1809;0;1837;9;1847;7;1839;FISH_CATCH;
58447;8;1855;5;1809;0;1837;9;1847;7;1840;FISH_CATCH;
59463;8;1855;5;1809;0;1838;9;1848;7;1840;FISH_CATCH;
60307;8;1855;4;1809;0;1838;9;1848;7;1840;PLAYER_SWITCH;
60463;8;1856;4;1809;0;1838;9;1848;7;1840;FISH_CATCH;
61478;8;1857;4;1809;0;1839;9;1849;7;1840;FISH_CATCH;
62494;8;1857;4;1809;0;1839;9;1850;7;1840;FISH_CATCH;
63510;8;1857;4;1810;0;1840;9;1851;7;1840;FISH_CATCH;
64510;8;1857;4;1810;0;1840;9;1851;7;1841;FISH_CATCH;
65510;8;1857;4;1810;0;1841;9;1851;7;1841;FISH_CATCH;
66295;8;1857;4;1810;0;1841;9;1851;3;1841;PLAYER_SWITCH;
66518;8;1857;4;1811;0;1842;9;1851;3;1842;FISH_CATCH;
67529;8;1858;4;1811;0;1842;9;1851;3;1842;FISH_CATCH;
68529;8;1858;4;1811;0;1842;9;1852;3;1842;FISH_CATCH;
69545;8;1858;4;1811;0;1842;9;1852;3;1843;FISH_CATCH;
70560;8;1858;4;1811;0;1842;9;1853;3;1843;FISH_CATCH;
70670;8;1858;6;1811;0;1842;9;1853;3;1843;PLAYER_SWITCH;
71560;8;1859;6;1812;0;1842;9;1853;3;1844;FISH_CATCH;
72572;8;1860;6;1813;0;1842;9;1853;3;1845;FISH_CATCH;
73572;8;1861;6;1813;0;1842;9;1853;3;1846;FISH_CATCH;
74587;8;1861;6;1813;0;1843;9;1854;3;1846;FISH_CATCH;
75040;8;1861;6;1813;0;1843;9;1854;3;1846;ROUND_END;
