time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;4;454;2;461;6;461;9;449;5;451;FISH_CATCH;
1000;4;454;2;462;6;461;9;450;5;452;FISH_CATCH;
2015;4;455;2;463;6;462;9;451;5;453;FISH_CATCH;
3015;4;455;2;463;6;463;9;451;5;453;FISH_CATCH;
4031;4;456;2;464;6;464;9;452;5;454;FISH_CATCH;
5031;4;457;2;464;6;465;9;453;5;455;FISH_CATCH;
6031;4;458;2;465;6;466;9;454;5;456;FISH_CATCH;
7046;4;459;2;466;6;467;9;455;5;456;FISH_CATCH;
8053;4;459;2;467;6;468;9;456;5;457;FISH_CATCH;
9068;4;459;2;467;6;469;9;456;5;458;FISH_CATCH;
10068;4;459;2;468;6;470;9;457;5;459;FISH_CATCH;
10725;8;459;2;468;6;470;9;457;5;459;PLAYER_SWITCH;
11084;8;460;2;469;6;471;9;458;5;460;FISH_CATCH;
12100;8;461;2;469;6;472;9;459;5;461;FISH_CATCH;
13101;8;462;2;469;6;473;9;460;5;461;FISH_CATCH;
14116;8;463;2;469;6;474;9;461;5;462;FISH_CATCH;
14663;8;463;7;469;6;474;9;461;5;462;PLAYER_SWITCH;
15116;8;464;7;470;6;475;9;462;5;463;FISH_CATCH;
16132;8;465;7;470;6;476;9;463;5;464;FISH_CATCH;
17132;8;466;7;471;6;476;9;464;5;465;FISH_CATCH;
18132;8;467;7;472;6;476;9;465;5;466;FISH_CATCH;
19147;8;468;7;473;6;477;9;466;5;467;FISH_CATCH;
20163;8;468;7;474;6;478;9;467;5;468;FISH_CATCH;
21163;8;469;7;475;6;479;9;468;5;469;FISH_CATCH;
22172;8;470;7;476;6;480;9;469;5;470;FISH_CATCH;
23172;8;470;7;476;6;481;9;470;5;471;FISH_CATCH;
24187;8;471;7;477;6;482;9;471;5;472;FISH_CATCH;
25187;8;472;7;478;6;483;9;472;5;473;FISH_CATCH;
26187;8;473;7;479;6;484;9;473;5;474;FISH_CATCH;
27187;8;474;7;480;6;485;9;474;5;475;FISH_CATCH;
28192;8;475;7;481;6;486;9;475;5;476;FISH_CATCH;
29208;8;476;7;482;6;487;9;476;5;477;FISH_CATCH;
30223;8;476;7;483;6;488;9;477;5;478;FISH_CATCH;
31223;8;477;7;484;6;489;9;478;5;479;FISH_CATCH;
32223;8;478;7;485;6;489;9;479;5;480;FISH_CATCH;
33229;8;479;7;486;6;489;9;480;5;481;FISH_CATCH;
34229;8;480;7;487;6;490;9;481;5;482;FISH_CATCH;
35245;8;481;7;488;6;491;9;482;5;483;FISH_CATCH;
36260;8;482;7;489;6;492;9;482;5;484;FISH_CATCH;
37276;8;483;7;490;6;493;9;483;5;485;FISH_CATCH;
38276;8;484;7;491;6;494;9;484;5;486;FISH_CATCH;
39292;8;485;7;492;6;495;9;485;5;487;FISH_CATCH;
40292;8;486;7;492;6;496;9;485;5;488;FISH_CATCH;
41307;8;487;7;493;6;497;9;486;5;489;FISH_CATCH;
42307;8;488;7;493;6;497;9;487;5;490;FISH_CATCH;
43307;8;489;7;494;6;497;9;488;5;491;FISH_CATCH;
