time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;4;2083;9;2025;3;2070;6;2046;1;2063;FISH_CATCH;
988;4;2084;9;2025;3;2071;6;2047;1;2064;FISH_CATCH;
2004;4;2085;9;2026;3;2072;6;2048;1;2065;FISH_CATCH;
3004;4;2086;9;2026;3;2073;6;2048;1;2066;FISH_CATCH;
4004;4;2087;9;2027;3;2074;6;2049;1;2067;FISH_CATCH;
5019;4;2088;9;2028;3;2075;6;2050;1;2068;FISH_CATCH;
6035;4;2089;9;2028;3;2076;6;2051;1;2069;FISH_CATCH;
7050;4;2090;9;2029;3;2077;6;2052;1;2070;FISH_CATCH;
8051;4;2091;9;2030;3;2077;6;2053;1;2070;FISH_CATCH;
8536;5;2091;9;2030;3;2077;6;2053;1;2070;PLAYER_SWITCH;
9051;5;2091;9;2031;3;2078;6;2054;1;2071;FISH_CATCH;
9191;5;2091;9;2031;8;2078;6;2054;1;2071;PLAYER_SWITCH;
10051;5;2091;9;2032;8;2079;6;2054;1;2072;FISH_CATCH;
10582;0;2091;9;2032;8;2079;6;2054;1;2072;PLAYER_SWITCH;
11051;0;2091;9;2032;8;2080;6;2054;1;2073;FISH_CATCH;
12066;0;2092;9;2032;8;2081;6;2055;1;2074;FISH_CATCH;
13082;0;2093;9;2032;8;2082;6;2056;1;2075;FISH_CATCH;
13144;0;2093;2;2032;8;2082;6;2056;1;2075;PLAYER_SWITCH;
14082;0;2093;2;2032;8;2083;6;2057;1;2076;FISH_CATCH;
15083;0;2094;2;2033;8;2084;6;2058;1;2076;FISH_CATCH;
16083;0;2095;2;2034;8;2084;6;2059;1;2076;FISH_CATCH;
17099;0;2096;2;2035;8;2085;6;2059;1;2076;FISH_CATCH;
17755;0;2096;2;2035;8;2085;6;2059;8;2076;PLAYER_SWITCH;
18099;0;2097;2;2035;8;2085;6;2060;8;2077;FISH_CATCH;
19115;0;2098;2;2035;8;2085;6;2061;8;2078;FISH_CATCH;
20130;0;2099;2;2036;8;2085;6;2062;8;2079;FISH_CATCH;
21130;0;2100;2;2037;8;2086;6;2062;8;2080;FISH_CATCH;
22146;0;2101;2;2038;8;2087;6;2062;8;2081;FISH_CATCH;
23151;0;2102;2;2039;8;2088;6;2063;8;2081;FISH_CATCH;
24165;0;2103;2;2039;8;2089;6;2064;8;2082;FISH_CATCH;
25165;0;2104;2;2040;8;2089;6;2065;8;2083;FISH_CATCH;
26181;0;2105;2;2041;8;2089;6;2065;8;2084;FISH_CATCH;
27181;0;2106;2;2042;8;2089;6;2065;8;2084;FISH_CATCH;
28181;0;2107;2;2043;8;2089;6;2066;8;2084;FISH_CATCH;
29181;0;2108;2;2044;8;2090;6;2067;8;2084;FISH_CATCH;
29275;0;2108;2;2044;3;2090;6;2067;8;2084;PLAYER_SWITCH;
30196;0;2109;2;2045;3;2091;6;2068;8;2085;FISH_CATCH;
31196;0;2110;2;2046;3;2092;6;2069;8;2086;FISH_CATCH;
32197;0;2110;2;2047;3;2093;6;2070;8;2087;FISH_CATCH;
33212;0;2111;2;2048;3;2094;6;2071;8;2088;FISH_CATCH;
34212;0;2112;2;2048;3;2095;6;2072;8;2089;FISH_CATCH;
35212;0;2112;2;2048;3;2096;6;2072;8;2090;FISH_CATCH;
36213;0;2113;2;2049;3;2097;6;2073;8;2091;FISH_CATCH;
37213;0;2114;2;2050;3;2098;6;2073;8;2092;FISH_CATCH;
38213;0;2115;2;2051;3;2099;6;2073;8;2093;FISH_CATCH;
39229;0;2115;2;2052;3;2100;6;2074;8;2094;FISH_CATCH;
40229;0;2116;2;2053;3;2101;6;2075;8;2095;FISH_CATCH;
41244;0;2116;2;2054;3;2102;6;2076;8;2095;FISH_CATCH;
42260;0;2117;2;2055;3;2103;6;2077;8;2096;FISH_CATCH;
43276;0;2118;2;2056;3;2104;6;2078;8;2097;FISH_CATCH;
44276;0;2119;2;2057;3;2105;6;2078;8;2098;FISH_CATCH;
45291;0;2120;2;2058;3;2106;6;2079;8;2099;FISH_CATCH;
46291;0;2121;2;2059;3;2107;6;2080;8;2100;FISH_CATCH;
47307;0;2122;2;2060;3;2108;6;2081;8;2101;FISH_CATCH;
48310;0;2123;2;2061;3;2109;6;2081;8;2102;FISH_CATCH;
49318;0;2124;2;2062;3;2110;6;2082;8;2102;FISH_CATCH;
50318;0;2125;2;2063;3;2110;6;2083;8;2102;FISH_CATCH;
51334;0;2126;2;2064;3;2111;6;2084;8;2102;FISH_CATCH;
52337;0;2127;2;2065;3;2112;6;2085;8;2103;FISH_CATCH;
53337;0;2128;2;2066;3;2113;6;2086;8;2103;FISH_CATCH;
54353;0;2129;2;2067;3;2114;6;2086;8;2104;FISH_CATCH;
55369;0;2130;2;2068;3;2115;6;2087;8;2104;FISH_CATCH;
56369;0;2131;2;2068;3;2116;6;2088;8;2105;FISH_CATCH;
57384;0;2132;2;2069;3;2117;6;2089;8;2105;FISH_CATCH;
58400;0;2133;2;2070;3;2118;6;2089;8;2106;FISH_CATCH;
59416;0;2134;2;2070;3;2118;6;2090;8;2107;FISH_CATCH;
60416;0;2135;2;2071;3;2119;6;2090;8;2107;FISH_CATCH;
61421;0;2136;2;2072;3;2120;6;2091;8;2108;FISH_CATCH;
62421;0;2137;2;2073;3;2120;6;2092;8;2109;FISH_CATCH;
63421;0;2138;2;2074;3;2120;6;2093;8;2110;FISH_CATCH;
64437;0;2139;2;2075;3;2121;6;2094;8;2111;FISH_CATCH;
65453;0;2140;2;2076;3;2122;6;2095;8;2111;FISH_CATCH;
66460;0;2141;2;2077;3;2123;6;2096;8;2112;FISH_CATCH;
67475;0;2142;2;2078;3;2123;6;2096;8;2113;FISH_CATCH;
68491;0;2143;2;2078;3;2124;6;2097;8;2113;FISH_CATCH;
69506;0;2144;2;2079;3;2125;6;2097;8;2113;FISH_CATCH;
70506;0;2145;2;2079;3;2126;6;2098;8;2113;FISH_CATCH;
71506;0;2146;2;2080;3;2127;6;2098;8;2113;FISH_CATCH;
72522;0;2147;2;2081;3;2128;6;2098;8;2113;FISH_CATCH;
73522;0;2148;2;2082;3;2128;6;2099;8;2113;FISH_CATCH;
74538;0;2149;2;2083;3;2129;6;2100;8;2114;FISH_CATCH;
74741;0;2149;2;2083;3;2129;6;2100;4;2114;PLAYER_SWITCH;
75538;0;2150;2;2084;3;2130;6;2101;4;2115;FISH_CATCH;
76538;0;2151;2;2084;3;2131;6;2102;4;2116;FISH_CATCH;
77553;0;2151;2;2085;3;2132;6;2103;4;2117;FISH_CATCH;
78569;0;2152;2;2086;3;2133;6;2104;4;2118;FISH_CATCH;
79569;0;2153;2;2087;3;2134;6;2105;4;2119;FISH_CATCH;
80585;0;2153;2;2088;3;2135;6;2106;4;2120;FISH_CATCH;
81585;0;2154;2;2089;3;2135;6;2107;4;2121;FISH_CATCH;
82600;0;2155;2;2090;3;2136;6;2107;4;2122;FISH_CATCH;
83616;0;2156;2;2091;3;2137;6;2107;4;2123;FISH_CATCH;
84626;0;2157;2;2092;3;2138;6;2108;4;2124;FISH_CATCH;
85641;0;2158;2;2093;3;2139;6;2108;4;2125;FISH_CATCH;
86657;0;2159;2;2094;3;2140;6;2109;4;2125;FISH_CATCH;
87657;0;2160;2;2094;3;2140;6;2110;4;2126;FISH_CATCH;
88657;0;2161;2;2095;3;2141;6;2110;4;2127;FISH_CATCH;
89657;0;2162;2;2096;3;2142;6;2111;4;2128;FISH_CATCH;
90665;0;2162;2;2097;3;2143;6;2111;4;2129;FISH_CATCH;
91680;0;2163;2;2098;3;2144;6;2112;4;2130;FISH_CATCH;
92680;0;2164;2;2099;3;2145;6;2112;4;2131;FISH_CATCH;
93696;0;2165;2;2100;3;2146;6;2113;4;2132;FISH_CATCH;
94696;0;2166;2;2101;3;2146;6;2114;4;2133;FISH_CATCH;
95696;0;2167;2;2102;3;2147;6;2115;4;2134;FISH_CATCH;
96711;0;2168;2;2103;3;2148;6;2116;4;2135;FISH_CATCH;
97711;0;2169;2;2104;3;2149;6;2117;4;2136;FISH_CATCH;
98727;0;2170;2;2104;3;2150;6;2118;4;2137;FISH_CATCH;
99743;0;2170;2;2105;3;2151;6;2119;4;2138;FISH_CATCH;
100758;0;2171;2;2106;3;2152;6;2120;4;2138;FISH_CATCH;
101758;0;2171;2;2107;3;2153;6;2121;4;2138;FISH_CATCH;
102774;0;2172;2;2108;3;2154;6;2122;4;2139;FISH_CATCH;
103774;0;2173;2;2109;3;2155;6;2123;4;2140;FISH_CATCH;
104774;0;2174;2;2110;3;2156;6;2124;4;2141;FISH_CATCH;
105039;0;2174;2;2110;3;2156;6;2124;4;2141;ROUND_END;
