time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;4;1085;7;1050;2;1081;5;1065;3;1102;FISH_CATCH;
999;4;1085;7;1051;2;1082;5;1065;3;1103;FISH_CATCH;
2015;4;1086;7;1052;2;1083;5;1066;3;1104;FISH_CATCH;
3022;4;1087;7;1052;2;1084;5;1066;3;1105;FISH_CATCH;
4037;4;1088;7;1053;2;1085;5;1067;3;1106;FISH_CATCH;
5053;4;1089;7;1054;2;1086;5;1067;3;1107;FISH_CATCH;
6053;4;1090;7;1054;2;1086;5;1067;3;1108;FISH_CATCH;
6568;4;1090;7;1054;2;1086;0;1067;3;1108;PLAYER_SWITCH;
7069;4;1091;7;1054;2;1087;0;1067;3;1109;FISH_CATCH;
8084;4;1092;7;1055;2;1088;0;1067;3;1110;FISH_CATCH;
8178;4;1092;1;1055;2;1088;0;1067;3;1110;PLAYER_SWITCH;
9086;4;1093;1;1056;2;1089;0;1067;3;1111;FISH_CATCH;
10101;4;1094;1;1056;2;1090;0;1068;3;1112;FISH_CATCH;
11117;4;1095;1;1056;2;1091;0;1068;3;1113;FISH_CATCH;
12117;4;1095;1;1057;2;1091;0;1069;3;1113;FISH_CATCH;
13117;4;1096;1;1058;2;1092;0;1070;3;1114;FISH_CATCH;
14132;4;1097;1;1059;2;1093;0;1071;3;1115;FISH_CATCH;
15148;4;1098;1;1059;2;1094;0;1071;3;1116;FISH_CATCH;
16164;4;1099;1;1060;2;1095;0;1071;3;1116;FISH_CATCH;
17179;4;1100;1;1061;2;1096;0;1072;3;1116;FISH_CATCH;
18179;4;1100;1;1061;2;1097;0;1073;3;1116;FISH_CATCH;
19195;4;1101;1;1062;2;1097;0;1074;3;1117;FISH_CATCH;
20195;4;1101;1;1063;2;1098;0;1075;3;1118;FISH_CATCH;
21195;4;1101;1;1064;2;1098;0;1076;3;1118;FISH_CATCH;
22211;4;1101;1;1065;2;1098;0;1076;3;1119;FISH_CATCH;
23226;4;1101;1;1065;2;1099;0;1077;3;1120;FISH_CATCH;
24226;4;1101;1;1066;2;1100;0;1078;3;1120;FISH_CATCH;
25226;4;1102;1;1067;2;1101;0;1079;3;1121;FISH_CATCH;
26226;4;1103;1;1067;2;1101;0;1079;3;1122;FISH_CATCH;
27229;4;1104;1;1068;2;1102;0;1080;3;1123;FISH_CATCH;
28245;4;1105;1;1068;2;1103;0;1081;3;1124;FISH_CATCH;
29260;4;1106;1;1069;2;1104;0;1082;3;1125;FISH_CATCH;
30276;4;1106;1;1070;2;1105;0;1082;3;1126;FISH_CATCH;
31291;4;1106;1;1070;2;1106;0;1082;3;1126;FISH_CATCH;
32291;4;1106;1;1070;2;1106;0;1083;3;1126;FISH_CATCH;
33307;4;1106;1;1070;2;1106;0;1084;3;1127;FISH_CATCH;
34307;4;1106;1;1071;2;1106;0;1085;3;1128;FISH_CATCH;
