time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;3;313;7;311;4;295;8;309;6;322;FISH_CATCH;
1000;3;314;7;312;4;296;8;310;6;322;FISH_CATCH;
2000;3;314;7;313;4;297;8;311;6;322;FISH_CATCH;
3015;3;314;7;314;4;298;8;312;6;322;FISH_CATCH;
3078;3;314;7;314;4;298;8;312;2;322;PLAYER_SWITCH;
4021;3;315;7;315;4;298;8;312;2;322;FISH_CATCH;
5036;3;315;7;315;4;299;8;312;2;323;FISH_CATCH;
6052;3;316;7;316;4;300;8;312;2;324;FISH_CATCH;
7052;3;317;7;317;4;301;8;312;2;325;FISH_CATCH;
8067;3;318;7;318;4;302;8;313;2;325;FISH_CATCH;
8708;3;318;7;318;4;302;1;313;2;325;PLAYER_SWITCH;
9067;3;319;7;319;4;302;1;313;2;326;FISH_CATCH;
10068;3;320;7;320;4;303;1;314;2;327;FISH_CATCH;
11083;3;321;7;320;4;304;1;314;2;327;FISH_CATCH;
12083;3;321;7;321;4;304;1;315;2;328;FISH_CATCH;
13087;3;322;7;321;4;305;1;315;2;329;FISH_CATCH;
14102;3;323;7;321;4;306;1;315;2;330;FISH_CATCH;
15118;3;324;7;322;4;306;1;316;2;331;FISH_CATCH;
15540;3;324;0;322;4;306;1;316;2;331;PLAYER_SWITCH;
16133;3;325;0;323;4;307;1;316;2;332;FISH_CATCH;
17149;3;325;0;323;4;308;1;316;2;333;FISH_CATCH;
18149;3;325;0;324;4;308;1;316;2;334;FISH_CATCH;
19151;3;326;0;324;4;309;1;317;2;334;FISH_CATCH;
20167;3;326;0;324;4;310;1;317;2;335;FISH_CATCH;
21167;3;326;0;325;4;310;1;318;2;335;FISH_CATCH;
22182;3;327;0;326;4;310;1;319;2;336;FISH_CATCH;
23183;3;327;0;326;4;311;1;320;2;337;FISH_CATCH;
24183;3;328;0;326;4;311;1;321;2;338;FISH_CATCH;
25198;3;329;0;327;4;312;1;321;2;338;FISH_CATCH;
26198;3;330;0;327;4;313;1;321;2;339;FISH_CATCH;
27198;3;331;0;328;4;314;1;322;2;339;FISH_CATCH;
28198;3;332;0;329;4;315;1;323;2;340;FISH_CATCH;
29198;3;333;0;330;4;316;1;324;2;341;FISH_CATCH;
30214;3;333;0;331;4;316;1;325;2;342;FISH_CATCH;
31229;3;334;0;332;4;316;1;325;2;343;FISH_CATCH;
32245;3;334;0;332;4;316;1;326;2;344;FISH_CATCH;
33261;3;335;0;332;4;317;1;326;2;345;FISH_CATCH;
34261;3;336;0;333;4;318;1;326;2;346;FISH_CATCH;
35276;3;336;0;334;4;319;1;326;2;347;FISH_CATCH;
36276;3;337;0;334;4;319;1;327;2;347;FISH_CATCH;
37276;3;338;0;335;4;320;1;328;2;348;FISH_CATCH;
38292;3;339;0;335;4;321;1;328;2;348;FISH_CATCH;
39298;3;339;0;335;4;322;1;329;2;349;FISH_CATCH;
40298;3;340;0;335;4;323;1;330;2;349;FISH_CATCH;
41313;3;341;0;336;4;323;1;331;2;349;FISH_CATCH;
42317;3;342;0;337;4;324;1;332;2;350;FISH_CATCH;
43332;3;342;0;337;4;325;1;333;2;351;FISH_CATCH;
44332;3;343;0;338;4;326;1;333;2;352;FISH_CATCH;
45341;3;344;0;339;4;326;1;333;2;353;FISH_CATCH;
46342;3;345;0;339;4;326;1;334;2;354;FISH_CATCH;
47357;3;346;0;340;4;327;1;334;2;355;FISH_CATCH;
48373;3;346;0;340;4;328;1;334;2;356;FISH_CATCH;
49388;3;347;0;341;4;328;1;335;2;356;FISH_CATCH;
50391;3;348;0;342;4;329;1;336;2;357;FISH_CATCH;
51391;3;349;0;342;4;329;1;337;2;357;FISH_CATCH;
52391;3;350;0;342;4;330;1;338;2;357;FISH_CATCH;
53391;3;351;0;342;4;330;1;339;2;358;FISH_CATCH;
54391;3;351;0;343;4;331;1;340;2;358;FISH_CATCH;
55391;3;352;0;344;4;331;1;341;2;358;FISH_CATCH;
56406;3;353;0;345;4;332;1;342;2;359;FISH_CATCH;
57422;3;354;0;346;4;333;1;343;2;360;FISH_CATCH;
58422;3;355;0;347;4;334;1;344;2;360;FISH_CATCH;
59422;3;356;0;348;4;334;1;345;2;361;FISH_CATCH;
60430;3;357;0;349;4;334;1;346;2;361;FISH_CATCH;
61430;3;357;0;350;4;335;1;346;2;362;FISH_CATCH;
62430;3;357;0;351;4;335;1;346;2;362;FISH_CATCH;
63445;3;357;0;351;4;336;1;347;2;362;FISH_CATCH;
64445;3;358;0;352;4;337;1;347;2;363;FISH_CATCH;
65448;3;359;0;353;4;338;1;347;2;364;FISH_CATCH;
66448;3;360;0;353;4;339;1;347;2;365;FISH_CATCH;
67448;3;360;0;354;4;340;1;347;2;365;FISH_CATCH;
68448;3;360;0;355;4;341;1;347;2;366;FISH_CATCH;
69463;3;361;0;356;4;342;1;347;2;366;FISH_CATCH;
70479;3;362;0;357;4;342;1;348;2;367;FISH_CATCH;
71494;3;362;0;358;4;342;1;349;2;368;FISH_CATCH;
72510;3;363;0;359;4;343;1;350;2;369;FISH_CATCH;
73510;3;364;0;360;4;344;1;350;2;370;FISH_CATCH;
74526;3;364;0;360;4;345;1;350;2;371;FISH_CATCH;
75041;3;364;0;360;4;345;1;350;2;371;ROUND_END;
