time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;1;0;4;0;8;1;0;0;9;0;FISH_CATCH;
999;1;0;4;1;8;2;0;0;9;0;FISH_CATCH;
1999;1;1;4;1;8;3;0;0;9;0;FISH_CATCH;
3015;1;2;4;1;8;4;0;0;9;0;FISH_CATCH;
3296;1;2;4;1;8;4;0;0;2;0;PLAYER_SWITCH;
4031;1;2;4;1;8;4;0;0;2;0;FISH_CATCH;
5046;1;2;4;1;8;4;0;0;2;1;FISH_CATCH;
6046;1;2;4;1;8;4;0;0;2;1;FISH_CATCH;
6093;1;2;4;1;8;4;6;0;2;1;PLAYER_SWITCH;
7062;1;2;4;1;8;4;6;1;2;2;FISH_CATCH;
7171;1;2;4;1;8;4;6;1;5;2;PLAYER_SWITCH;
7827;1;2;7;1;8;4;6;1;5;2;PLAYER_SWITCH;
8077;1;2;7;1;8;5;6;2;5;3;FISH_CATCH;
9093;1;2;7;1;8;6;6;3;5;3;FISH_CATCH;
9593;9;2;7;1;8;6;6;3;5;3;PLAYER_SWITCH;
10093;9;3;7;2;8;6;6;3;5;4;FISH_CATCH;
11109;9;4;7;2;8;7;6;3;5;4;FISH_CATCH;
12124;9;5;7;3;8;7;6;4;5;5;FISH_CATCH;
13124;9;6;7;4;8;7;6;5;5;6;FISH_CATCH;
14124;9;6;7;5;8;7;6;6;5;6;FISH_CATCH;
15124;9;7;7;6;8;8;6;6;5;7;FISH_CATCH;
16140;9;8;7;7;8;9;6;6;5;7;FISH_CATCH;
17156;9;9;7;8;8;9;6;7;5;8;FISH_CATCH;
17515;9;9;7;8;8;9;1;7;5;8;PLAYER_SWITCH;
18171;9;9;7;8;8;10;1;7;5;8;FISH_CATCH;
19187;9;9;7;9;8;11;1;7;5;8;FISH_CATCH;
20187;9;10;7;9;8;12;1;7;5;8;FISH_CATCH;
20343;0;10;7;9;8;12;1;7;5;8;PLAYER_SWITCH;
21140;0;10;7;9;8;12;1;7;2;8;PLAYER_SWITCH;
21202;0;11;7;10;8;13;1;7;2;8;FISH_CATCH;
21343;0;11;3;10;8;13;1;7;2;8;PLAYER_SWITCH;
22218;0;11;3;10;8;14;1;8;2;9;FISH_CATCH;
22390;0;11;3;10;8;14;5;8;2;9;PLAYER_SWITCH;
23234;0;11;3;11;8;15;5;9;2;9;FISH_CATCH;
24234;0;11;3;11;8;15;5;9;2;10;FISH_CATCH;
25238;0;12;3;11;8;15;5;10;2;10;FISH_CATCH;
25300;7;12;3;11;8;15;5;10;2;10;PLAYER_SWITCH;
25692;7;12;9;11;8;15;5;10;2;10;PLAYER_SWITCH;
26254;7;13;9;11;8;16;5;10;2;10;FISH_CATCH;
26379;7;13;9;11;8;16;5;10;6;10;PLAYER_SWITCH;
27269;7;14;9;11;8;16;5;10;6;11;FISH_CATCH;
28269;7;14;9;12;8;17;5;11;6;12;FISH_CATCH;
29269;7;14;9;13;8;17;5;12;6;12;FISH_CATCH;
30285;7;15;9;13;8;18;5;12;6;12;FISH_CATCH;
30285;4;15;9;13;8;18;5;12;6;12;PLAYER_SWITCH;
31301;4;15;9;14;8;19;5;13;6;12;FISH_CATCH;
32301;4;16;9;15;8;20;5;14;6;12;FISH_CATCH;
32332;4;16;9;15;8;20;5;14;0;12;PLAYER_SWITCH;
