time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;0;1044;1;1029;4;1024;5;1027;7;1019;FISH_CATCH;
999;0;1044;1;1029;4;1025;5;1027;7;1020;FISH_CATCH;
1999;0;1045;1;1030;4;1026;5;1027;7;1021;FISH_CATCH;
2050;0;1045;8;1030;4;1026;5;1027;7;1021;PLAYER_SWITCH;
3014;0;1046;8;1031;4;1027;5;1028;7;1022;FISH_CATCH;
3050;6;1046;8;1031;4;1027;5;1028;7;1022;PLAYER_SWITCH;
4030;6;1046;8;1032;4;1028;5;1029;7;1022;FISH_CATCH;
5030;6;1047;8;1032;4;1029;5;1029;7;1023;FISH_CATCH;
5624;6;1047;8;1032;9;1029;5;1029;7;1023;PLAYER_SWITCH;
6030;6;1048;8;1032;9;1030;5;1030;7;1023;FISH_CATCH;
7030;6;1048;8;1032;9;1030;5;1031;7;1023;FISH_CATCH;
7922;6;1048;8;1032;1;1030;5;1031;7;1023;PLAYER_SWITCH;
8032;6;1048;8;1033;1;1031;5;1031;7;1023;FISH_CATCH;
8125;6;1048;8;1033;1;1031;5;1031;3;1023;PLAYER_SWITCH;
8891;4;1048;8;1033;1;1031;5;1031;3;1023;PLAYER_SWITCH;
9052;4;1049;8;1033;1;1032;5;1031;3;1024;FISH_CATCH;
9516;4;1049;8;1033;1;1032;2;1031;3;1024;PLAYER_SWITCH;
9532;4;1049;0;1033;1;1032;2;1031;3;1024;PLAYER_SWITCH;
10063;4;1050;0;1034;1;1033;2;1032;3;1025;FISH_CATCH;
11063;4;1051;0;1035;1;1034;2;1033;3;1026;FISH_CATCH;
12063;4;1052;0;1036;1;1035;2;1033;3;1027;FISH_CATCH;
13063;4;1053;0;1036;1;1036;2;1034;3;1028;FISH_CATCH;
14063;4;1054;0;1037;1;1037;2;1035;3;1029;FISH_CATCH;
15079;4;1055;0;1038;1;1038;2;1036;3;1030;FISH_CATCH;
16094;4;1056;0;1039;1;1039;2;1037;3;1030;FISH_CATCH;
17094;4;1057;0;1040;1;1040;2;1038;3;1031;FISH_CATCH;
18110;4;1058;0;1041;1;1041;2;1039;3;1031;FISH_CATCH;
19126;4;1058;0;1042;1;1042;2;1040;3;1031;FISH_CATCH;
20126;4;1059;0;1043;1;1043;2;1041;3;1032;FISH_CATCH;
21126;4;1060;0;1044;1;1044;2;1042;3;1033;FISH_CATCH;
22126;4;1061;0;1045;1;1045;2;1042;3;1034;FISH_CATCH;
23141;4;1062;0;1046;1;1046;2;1043;3;1035;FISH_CATCH;
24157;4;1063;0;1047;1;1047;2;1044;3;1036;FISH_CATCH;
25157;4;1064;0;1048;1;1048;2;1045;3;1037;FISH_CATCH;
26172;4;1065;0;1049;1;1049;2;1046;3;1038;FISH_CATCH;
27173;4;1066;0;1049;1;1050;2;1047;3;1039;FISH_CATCH;
28173;4;1067;0;1050;1;1051;2;1048;3;1040;FISH_CATCH;
29188;4;1068;0;1051;1;1052;2;1049;3;1040;FISH_CATCH;
30188;4;1069;0;1051;1;1053;2;1050;3;1041;FISH_CATCH;
31204;4;1070;0;1052;1;1054;2;1051;3;1042;FISH_CATCH;
32204;4;1070;0;1052;1;1055;2;1052;3;1043;FISH_CATCH;
33219;4;1071;0;1053;1;1055;2;1053;3;1044;FISH_CATCH;
34235;4;1072;0;1054;1;1056;2;1054;3;1045;FISH_CATCH;
35235;4;1072;0;1055;1;1057;2;1055;3;1046;FISH_CATCH;
36251;4;1073;0;1056;1;1058;2;1056;3;1047;FISH_CATCH;
37251;4;1074;0;1056;1;1059;2;1056;3;1048;FISH_CATCH;
