time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;1;513;8;494;6;508;3;515;7;479;FISH_CATCH;
1003;1;514;8;495;6;509;3;516;7;480;FISH_CATCH;
2003;1;515;8;496;6;510;3;517;7;481;FISH_CATCH;
3003;1;516;8;497;6;511;3;518;7;482;FISH_CATCH;
3956;1;516;4;497;6;511;3;518;7;482;PLAYER_SWITCH;
4019;1;517;4;497;6;512;3;519;7;483;FISH_CATCH;
4409;1;517;4;497;4;512;3;519;7;483;PLAYER_SWITCH;
5019;1;518;4;498;4;513;3;520;7;484;FISH_CATCH;
6034;1;519;4;499;4;514;3;521;7;485;FISH_CATCH;
7050;1;520;4;499;4;515;3;522;7;486;FISH_CATCH;
7691;1;520;4;499;4;515;7;522;7;486;PLAYER_SWITCH;
8066;1;521;4;500;4;516;7;523;7;487;FISH_CATCH;
9066;1;522;4;500;4;517;7;524;7;488;FISH_CATCH;
9597;1;522;5;500;4;517;7;524;7;488;PLAYER_SWITCH;
10066;1;522;5;501;4;518;7;525;7;489;FISH_CATCH;
11066;1;523;5;502;4;519;7;526;7;490;FISH_CATCH;
12081;1;524;5;502;4;520;7;526;7;491;FISH_CATCH;
12831;1;524;5;502;4;520;2;526;7;491;PLAYER_SWITCH;
13097;1;525;5;503;4;521;2;526;7;492;FISH_CATCH;
14097;1;525;5;503;4;522;2;527;7;492;FISH_CATCH;
15113;1;526;5;504;4;523;2;528;7;493;FISH_CATCH;
16113;1;527;5;505;4;524;2;528;7;494;FISH_CATCH;
17128;1;527;5;506;4;525;2;529;7;495;FISH_CATCH;
18128;1;527;5;507;4;526;2;530;7;496;FISH_CATCH;
19128;1;528;5;508;4;527;2;531;7;497;FISH_CATCH;
20128;1;529;5;509;4;528;2;532;7;497;FISH_CATCH;
21144;1;530;5;510;4;529;2;533;7;497;FISH_CATCH;
22160;1;531;5;510;4;529;2;534;7;498;FISH_CATCH;
23163;1;532;5;511;4;530;2;535;7;499;FISH_CATCH;
24163;1;533;5;512;4;530;2;536;7;500;FISH_CATCH;
25178;1;534;5;513;4;531;2;537;7;501;FISH_CATCH;
26181;1;535;5;514;4;532;2;538;7;502;FISH_CATCH;
27196;1;536;5;515;4;533;2;539;7;503;FISH_CATCH;
28212;1;537;5;516;4;534;2;540;7;504;FISH_CATCH;
29212;1;538;5;517;4;535;2;541;7;505;FISH_CATCH;
30228;1;539;5;518;4;536;2;542;7;506;FISH_CATCH;
31228;1;540;5;518;4;537;2;543;7;507;FISH_CATCH;
32243;1;541;5;519;4;538;2;544;7;508;FISH_CATCH;
33259;1;542;5;520;4;539;2;544;7;509;FISH_CATCH;
34259;1;543;5;521;4;540;2;545;7;510;FISH_CATCH;
35275;1;544;5;522;4;541;2;546;7;511;FISH_CATCH;
36290;1;544;5;522;4;541;2;546;7;512;FISH_CATCH;
37306;1;545;5;523;4;542;2;546;7;513;FISH_CATCH;
38321;1;546;5;523;4;543;2;547;7;514;FISH_CATCH;
39321;1;547;5;523;4;544;2;548;7;515;FISH_CATCH;
40321;1;548;5;524;4;544;2;549;7;516;FISH_CATCH;
41337;1;549;5;525;4;545;2;550;7;517;FISH_CATCH;
42337;1;550;5;526;4;546;2;551;7;518;FISH_CATCH;
43353;1;551;5;527;4;547;2;552;7;519;FISH_CATCH;
44353;1;552;5;528;4;548;2;553;7;520;FISH_CATCH;
45368;1;553;5;529;4;549;2;554;7;521;FISH_CATCH;
46384;1;554;5;530;4;550;2;555;7;522;FISH_CATCH;
47400;1;555;5;531;4;551;2;556;7;523;FISH_CATCH;
48415;1;556;5;532;4;552;2;556;7;524;FISH_CATCH;
49415;1;557;5;533;4;553;2;557;7;525;FISH_CATCH;
50431;1;558;5;534;4;554;2;558;7;526;FISH_CATCH;
51431;1;559;5;535;4;555;2;558;7;527;FISH_CATCH;
52446;1;560;5;536;4;556;2;559;7;527;FISH_CATCH;
53447;1;561;5;537;4;557;2;560;7;528;FISH_CATCH;
54462;1;562;5;538;4;558;2;561;7;529;FISH_CATCH;
55462;1;562;5;539;4;559;2;562;7;530;FISH_CATCH;
56462;1;563;5;540;4;560;2;563;7;531;FISH_CATCH;
57462;1;564;5;541;4;561;2;564;7;532;FISH_CATCH;
58478;1;564;5;542;4;562;2;565;7;533;FISH_CATCH;
59493;1;565;5;543;4;562;2;565;7;534;FISH_CATCH;
60494;1;566;5;544;4;562;2;566;7;535;FISH_CATCH;
61509;1;567;5;545;4;563;2;567;7;535;FISH_CATCH;
62511;1;568;5;546;4;564;2;567;7;536;FISH_CATCH;
63527;1;569;5;547;4;565;2;568;7;537;FISH_CATCH;
64527;1;570;5;548;4;566;2;569;7;537;FISH_CATCH;
65542;1;571;5;549;4;567;2;570;7;538;FISH_CATCH;
66542;1;572;5;550;4;568;2;571;7;539;FISH_CATCH;
67558;1;573;5;551;4;569;2;572;7;540;FISH_CATCH;
68574;1;574;5;552;4;570;2;573;7;541;FISH_CATCH;
69574;1;575;5;553;4;571;2;573;7;542;FISH_CATCH;
70574;1;576;5;554;4;572;2;573;7;543;FISH_CATCH;
71589;1;577;5;555;4;573;2;574;7;544;FISH_CATCH;
72589;1;578;5;556;4;574;2;575;7;545;FISH_CATCH;
73589;1;579;5;557;4;574;2;576;7;546;FISH_CATCH;
74605;1;580;5;558;4;575;2;577;7;547;FISH_CATCH;
75042;1;580;5;558;4;575;2;577;7;547;ROUND_END;
