time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;1;943;4;943;2;934;3;933;8;924;FISH_CATCH;
999;1;944;4;944;2;934;3;933;8;925;FISH_CATCH;
1999;1;945;4;945;2;934;3;934;8;925;FISH_CATCH;
2999;1;945;4;945;2;935;3;935;8;926;FISH_CATCH;
3530;1;945;9;945;2;935;3;935;8;926;PLAYER_SWITCH;
4003;1;945;9;945;2;936;3;935;8;926;FISH_CATCH;
5008;1;946;9;946;2;936;3;936;8;926;FISH_CATCH;
5695;1;946;9;946;2;936;3;936;0;926;PLAYER_SWITCH;
6023;1;946;9;947;2;936;3;936;0;926;FISH_CATCH;
6570;1;946;9;947;7;936;3;936;0;926;PLAYER_SWITCH;
7039;1;946;9;948;7;937;3;937;0;927;FISH_CATCH;
7633;1;946;9;948;7;937;8;937;0;927;PLAYER_SWITCH;
8055;1;946;9;949;7;938;8;937;0;928;FISH_CATCH;
8539;6;946;9;949;7;938;8;937;0;928;PLAYER_SWITCH;
9070;6;946;9;950;7;939;8;937;0;928;FISH_CATCH;
9773;6;946;9;950;7;939;8;937;5;928;PLAYER_SWITCH;
10070;6;946;9;950;7;939;8;937;5;928;FISH_CATCH;
11086;6;947;9;950;7;940;8;937;5;928;FISH_CATCH;
12039;6;947;9;950;7;940;8;937;1;928;PLAYER_SWITCH;
12101;6;947;9;950;7;940;8;937;1;928;FISH_CATCH;
13102;6;947;9;951;7;940;8;937;1;929;FISH_CATCH;
13711;3;947;9;951;7;940;8;937;1;929;PLAYER_SWITCH;
14102;3;948;9;951;7;940;8;938;1;929;FISH_CATCH;
14945;3;948;2;951;7;940;8;938;1;929;PLAYER_SWITCH;
15117;3;949;2;952;7;940;8;938;1;930;FISH_CATCH;
16133;3;950;2;953;7;941;8;939;1;930;FISH_CATCH;
17133;3;951;2;954;7;941;8;939;1;931;FISH_CATCH;
18133;3;952;2;955;7;941;8;940;1;932;FISH_CATCH;
19148;3;953;2;955;7;942;8;940;1;933;FISH_CATCH;
20164;3;954;2;956;7;943;8;940;1;933;FISH_CATCH;
21164;3;955;2;957;7;944;8;940;1;934;FISH_CATCH;
21539;3;955;5;957;7;944;8;940;1;934;PLAYER_SWITCH;
21945;3;955;5;957;7;944;2;940;1;934;PLAYER_SWITCH;
22180;3;955;5;958;7;944;2;940;1;935;FISH_CATCH;
23181;3;956;5;959;7;945;2;941;1;936;FISH_CATCH;
24181;3;957;5;959;7;946;2;942;1;936;FISH_CATCH;
25196;3;957;5;959;7;946;2;942;1;937;FISH_CATCH;
26197;3;957;5;960;7;946;2;943;1;937;FISH_CATCH;
26462;3;957;4;960;7;946;2;943;1;937;PLAYER_SWITCH;
27197;3;958;4;960;7;946;2;944;1;937;FISH_CATCH;
28212;3;959;4;961;7;946;2;945;1;938;FISH_CATCH;
29212;3;959;4;962;7;947;2;946;1;938;FISH_CATCH;
30228;3;960;4;962;7;947;2;947;1;938;FISH_CATCH;
31165;3;960;4;962;7;947;2;947;6;938;PLAYER_SWITCH;
31228;3;961;4;963;7;947;2;948;6;939;FISH_CATCH;
32243;3;961;4;964;7;947;2;949;6;939;FISH_CATCH;
33259;3;962;4;964;7;947;2;950;6;939;FISH_CATCH;
33743;3;962;4;964;7;947;2;950;0;939;PLAYER_SWITCH;
34275;3;963;4;965;7;947;2;950;0;939;FISH_CATCH;
35279;3;963;4;966;7;947;2;951;0;939;FISH_CATCH;
36279;3;964;4;966;7;948;2;952;0;940;FISH_CATCH;
37295;3;965;4;966;7;949;2;953;0;941;FISH_CATCH;
38295;3;966;4;966;7;949;2;954;0;942;FISH_CATCH;
39311;3;967;4;966;7;949;2;955;0;943;FISH_CATCH;
39373;3;967;4;966;1;949;2;955;0;943;PLAYER_SWITCH;
40311;3;967;4;967;1;950;2;956;0;944;FISH_CATCH;
41316;3;968;4;968;1;950;2;957;0;944;FISH_CATCH;
42332;3;968;4;969;1;951;2;958;0;945;FISH_CATCH;
43332;3;969;4;970;1;951;2;958;0;945;FISH_CATCH;
44332;3;970;4;971;1;952;2;959;0;946;FISH_CATCH;
45347;3;971;4;971;1;953;2;960;0;947;FISH_CATCH;
46347;3;972;4;972;1;954;2;960;0;948;FISH_CATCH;
47353;3;972;4;972;1;954;2;960;0;949;FISH_CATCH;
48369;3;972;4;973;1;955;2;961;0;950;FISH_CATCH;
49369;3;973;4;974;1;955;2;961;0;951;FISH_CATCH;
50369;3;973;4;975;1;955;2;961;0;951;FISH_CATCH;
51369;3;974;4;975;1;956;2;962;0;951;FISH_CATCH;
52384;3;975;4;976;1;957;2;963;0;952;FISH_CATCH;
53384;3;976;4;977;1;958;2;964;0;952;FISH_CATCH;
54384;3;977;4;978;1;959;2;965;0;953;FISH_CATCH;
55400;3;978;4;979;1;960;2;965;0;954;FISH_CATCH;
56403;3;978;4;980;1;961;2;966;0;955;FISH_CATCH;
57403;3;979;4;981;1;962;2;966;0;955;FISH_CATCH;
58403;3;980;4;982;1;962;2;967;0;956;FISH_CATCH;
59403;3;980;4;983;1;963;2;967;0;957;FISH_CATCH;
60418;3;980;4;984;1;964;2;968;0;958;FISH_CATCH;
61434;3;981;4;985;1;964;2;969;0;959;FISH_CATCH;
62434;3;981;4;985;1;964;2;970;0;960;FISH_CATCH;
63449;3;982;4;986;1;965;2;970;0;961;FISH_CATCH;
64465;3;983;4;986;1;966;2;971;0;961;FISH_CATCH;
65481;3;984;4;987;1;966;2;972;0;961;FISH_CATCH;
66481;3;984;4;988;1;966;2;973;0;962;FISH_CATCH;
67496;3;985;4;988;1;967;2;974;0;962;FISH_CATCH;
68496;3;986;4;988;1;967;2;975;0;963;FISH_CATCH;
69496;3;987;4;989;1;968;2;975;0;964;FISH_CATCH;
70512;3;987;4;990;1;969;2;975;0;965;FISH_CATCH;
71528;3;987;4;991;1;970;2;975;0;966;FISH_CATCH;
72528;3;988;4;991;1;970;2;976;0;967;FISH_CATCH;
73528;3;989;4;992;1;971;2;977;0;968;FISH_CATCH;
74528;3;989;4;993;1;972;2;978;0;969;FISH_CATCH;
75043;3;989;4;993;1;972;2;978;0;969;ROUND_END;
