time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;0;230;5;241;6;229;7;240;3;234;FISH_CATCH;
1000;0;231;5;242;6;229;7;241;3;234;FISH_CATCH;
2015;0;232;5;242;6;229;7;242;3;234;FISH_CATCH;
2562;0;232;5;242;1;229;7;242;3;234;PLAYER_SWITCH;
3015;0;232;5;243;1;230;7;243;3;234;FISH_CATCH;
4031;0;233;5;243;1;230;7;243;3;234;FISH_CATCH;
5046;0;233;5;244;1;231;7;243;3;235;FISH_CATCH;
6046;0;233;5;245;1;231;7;243;3;236;FISH_CATCH;
6546;6;233;5;245;1;231;7;243;3;236;PLAYER_SWITCH;
6703;6;233;5;245;1;231;4;243;3;236;PLAYER_SWITCH;
7046;6;233;5;246;1;232;4;243;3;236;FISH_CATCH;
8046;6;233;5;247;1;233;4;244;3;236;FISH_CATCH;
8609;6;233;5;247;1;233;4;244;9;236;PLAYER_SWITCH;
9062;6;234;5;248;1;233;4;244;9;237;FISH_CATCH;
10067;6;235;5;249;1;233;4;245;9;237;FISH_CATCH;
11083;6;236;5;250;1;233;4;245;9;238;FISH_CATCH;
12083;6;236;5;250;1;233;4;245;9;238;FISH_CATCH;
12692;6;236;5;250;1;233;8;245;9;238;PLAYER_SWITCH;
12708;0;236;5;250;1;233;8;245;9;238;PLAYER_SWITCH;
13098;0;236;5;251;1;234;8;245;9;238;FISH_CATCH;
13880;0;236;5;251;1;234;8;245;2;238;PLAYER_SWITCH;
14099;0;237;5;251;1;234;8;246;2;238;FISH_CATCH;
15099;0;238;5;251;1;234;8;246;2;238;FISH_CATCH;
15755;0;238;5;251;7;234;8;246;2;238;PLAYER_SWITCH;
16114;0;238;5;251;7;235;8;246;2;239;FISH_CATCH;
16208;0;238;3;251;7;235;8;246;2;239;PLAYER_SWITCH;
17130;0;239;3;251;7;236;8;246;2;239;FISH_CATCH;
18145;0;240;3;252;7;237;8;247;2;239;FISH_CATCH;
19148;0;240;3;253;7;237;8;248;2;240;FISH_CATCH;
20164;0;241;3;254;7;237;8;249;2;240;FISH_CATCH;
20929;0;241;3;254;7;237;8;249;6;240;PLAYER_SWITCH;
21179;0;242;3;255;7;238;8;250;6;241;FISH_CATCH;
22179;0;242;3;256;7;239;8;251;6;242;FISH_CATCH;
23195;0;243;3;257;7;239;8;251;6;242;FISH_CATCH;
23320;9;243;3;257;7;239;8;251;6;242;PLAYER_SWITCH;
24195;9;244;3;257;7;240;8;251;6;243;FISH_CATCH;
25211;9;244;3;257;7;240;8;251;6;244;FISH_CATCH;
26226;9;245;3;258;7;240;8;252;6;244;FISH_CATCH;
27226;9;245;3;259;7;240;8;253;6;244;FISH_CATCH;
27289;0;245;3;259;7;240;8;253;6;244;PLAYER_SWITCH;
28226;0;246;3;260;7;241;8;254;6;245;FISH_CATCH;
29086;0;246;3;260;7;241;8;254;1;245;PLAYER_SWITCH;
29242;0;246;3;261;7;241;8;255;1;246;FISH_CATCH;
30257;0;246;3;261;7;241;8;255;1;246;FISH_CATCH;
30882;0;246;3;261;4;241;8;255;1;246;PLAYER_SWITCH;
31273;0;246;3;262;4;241;8;256;1;247;FISH_CATCH;
32289;0;246;3;263;4;242;8;256;1;248;FISH_CATCH;
33289;0;247;3;264;4;243;8;256;1;249;FISH_CATCH;
34289;0;247;3;264;4;243;8;257;1;249;FISH_CATCH;
35304;0;248;3;265;4;244;8;258;1;250;FISH_CATCH;
36320;0;248;3;266;4;245;8;259;1;250;FISH_CATCH;
37327;0;249;3;266;4;245;8;260;1;251;FISH_CATCH;
38343;0;249;3;266;4;245;8;260;1;252;FISH_CATCH;
39358;0;250;3;267;4;246;8;261;1;252;FISH_CATCH;
40358;0;250;3;268;4;247;8;261;1;252;FISH_CATCH;
41374;0;250;3;269;4;248;8;261;1;252;FISH_CATCH;
41843;0;250;3;269;4;248;8;261;7;252;PLAYER_SWITCH;
42374;0;250;3;270;4;249;8;261;7;253;FISH_CATCH;
43390;0;251;3;271;4;250;8;261;7;254;FISH_CATCH;
44405;0;251;3;271;4;251;8;261;7;254;FISH_CATCH;
45062;9;251;3;271;4;251;8;261;7;254;PLAYER_SWITCH;
45405;9;252;3;271;4;252;8;261;7;255;FISH_CATCH;
46225;9;252;5;271;4;252;8;261;7;255;PLAYER_SWITCH;
46413;9;252;5;271;4;252;8;262;7;256;FISH_CATCH;
47429;9;253;5;271;4;253;8;262;7;256;FISH_CATCH;
48431;9;253;5;271;4;254;8;263;7;256;FISH_CATCH;
49447;9;254;5;271;4;255;8;264;7;256;FISH_CATCH;
50447;9;255;5;271;4;256;8;265;7;257;FISH_CATCH;
51447;9;255;5;272;4;256;8;266;7;257;FISH_CATCH;
51447;9;255;2;272;4;256;8;266;7;257;PLAYER_SWITCH;
52463;9;255;2;272;4;256;8;266;7;257;FISH_CATCH;
52713;9;255;2;272;5;256;8;266;7;257;PLAYER_SWITCH;
53478;9;255;2;273;5;256;8;267;7;257;FISH_CATCH;
53713;9;255;2;273;5;256;8;267;4;257;PLAYER_SWITCH;
54478;9;256;2;273;5;257;8;267;4;257;FISH_CATCH;
55478;9;257;2;274;5;257;8;267;4;258;FISH_CATCH;
56494;9;257;2;275;5;258;8;268;4;258;FISH_CATCH;
57510;9;257;2;276;5;258;8;269;4;258;FISH_CATCH;
58510;9;258;2;277;5;259;8;269;4;258;FISH_CATCH;
59463;9;258;2;277;5;259;8;269;6;258;PLAYER_SWITCH;
59510;9;259;2;278;5;260;8;269;6;258;FISH_CATCH;
60525;9;259;2;279;5;261;8;269;6;259;FISH_CATCH;
61447;0;259;2;279;5;261;8;269;6;259;PLAYER_SWITCH;
61541;0;260;2;280;5;262;8;270;6;260;FISH_CATCH;
62541;0;261;2;280;5;263;8;270;6;261;FISH_CATCH;
63541;0;262;2;281;5;263;8;271;6;262;FISH_CATCH;
64541;0;262;2;281;5;263;8;272;6;263;FISH_CATCH;
65556;0;262;2;282;5;263;8;273;6;264;FISH_CATCH;
66557;0;262;2;282;5;263;8;273;6;265;FISH_CATCH;
66932;0;262;2;282;3;263;8;273;6;265;PLAYER_SWITCH;
67572;0;262;2;282;3;263;8;273;6;266;FISH_CATCH;
68588;0;262;2;283;3;263;8;273;6;267;FISH_CATCH;
69432;0;262;2;283;7;263;8;273;6;267;PLAYER_SWITCH;
69603;0;262;2;283;7;263;8;273;6;267;FISH_CATCH;
70619;0;262;2;283;7;264;8;274;6;268;FISH_CATCH;
71635;0;262;2;284;7;264;8;274;6;269;FISH_CATCH;
72635;0;262;2;284;7;264;8;274;6;270;FISH_CATCH;
73635;0;263;2;284;7;264;8;274;6;270;FISH_CATCH;
74637;0;263;2;285;7;264;8;274;6;270;FISH_CATCH;
75043;0;263;2;285;7;264;8;274;6;270;ROUND_END;
