time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;4;893;3;933;0;932;8;936;2;882;FISH_CATCH;
999;4;893;3;933;0;932;8;936;2;882;FISH_CATCH;
1999;4;893;3;933;0;932;8;937;2;882;FISH_CATCH;
2171;6;893;3;933;0;932;8;937;2;882;PLAYER_SWITCH;
2343;6;893;3;933;6;932;8;937;2;882;PLAYER_SWITCH;
3014;6;893;3;934;6;933;8;938;2;883;FISH_CATCH;
4023;6;894;3;934;6;934;8;938;2;883;FISH_CATCH;
5024;6;895;3;934;6;934;8;939;2;884;FISH_CATCH;
5242;6;895;3;934;6;934;8;939;8;884;PLAYER_SWITCH;
6039;6;896;3;934;6;935;8;939;8;884;FISH_CATCH;
7039;6;897;3;934;6;936;8;940;8;885;FISH_CATCH;
8023;6;897;5;934;6;936;8;940;8;885;PLAYER_SWITCH;
8055;6;898;5;935;6;937;8;941;8;886;FISH_CATCH;
9070;6;898;5;936;6;937;8;942;8;886;FISH_CATCH;
9695;6;898;5;936;6;937;2;942;8;886;PLAYER_SWITCH;
10070;6;899;5;937;6;938;2;942;8;887;FISH_CATCH;
11086;6;899;5;937;6;939;2;942;8;887;FISH_CATCH;
12086;6;899;5;938;6;940;2;942;8;887;FISH_CATCH;
12742;6;899;5;938;6;940;2;942;4;887;PLAYER_SWITCH;
13101;6;899;5;938;6;941;2;943;4;887;FISH_CATCH;
14101;6;899;5;939;6;942;2;943;4;887;FISH_CATCH;
14742;6;899;5;939;6;942;7;943;4;887;PLAYER_SWITCH;
15117;6;900;5;940;6;943;7;944;4;887;FISH_CATCH;
16117;6;901;5;941;6;944;7;945;4;888;FISH_CATCH;
17133;6;902;5;941;6;945;7;946;4;889;FISH_CATCH;
18148;6;903;5;941;6;945;7;946;4;890;FISH_CATCH;
19148;6;904;5;942;6;946;7;947;4;890;FISH_CATCH;
20164;6;905;5;943;6;946;7;947;4;891;FISH_CATCH;
21180;6;906;5;944;6;947;7;948;4;892;FISH_CATCH;
22180;6;907;5;945;6;947;7;949;4;893;FISH_CATCH;
23189;6;908;5;945;6;948;7;950;4;893;FISH_CATCH;
24204;6;909;5;945;6;949;7;950;4;894;FISH_CATCH;
24235;6;909;5;945;1;949;7;950;4;894;PLAYER_SWITCH;
25220;6;910;5;945;1;950;7;951;4;894;FISH_CATCH;
26235;6;911;5;945;1;950;7;952;4;894;FISH_CATCH;
27251;6;912;5;945;1;951;7;953;4;894;FISH_CATCH;
27532;6;912;5;945;6;951;7;953;4;894;PLAYER_SWITCH;
28251;6;913;5;945;6;952;7;954;4;895;FISH_CATCH;
29267;6;914;5;946;6;953;7;955;4;895;FISH_CATCH;
30282;6;914;5;947;6;953;7;956;4;895;FISH_CATCH;
31282;6;915;5;947;6;954;7;956;4;895;FISH_CATCH;
32282;6;916;5;948;6;955;7;957;4;895;FISH_CATCH;
33298;6;917;5;949;6;956;7;957;4;895;FISH_CATCH;
34298;6;917;5;950;6;957;7;957;4;895;FISH_CATCH;
35314;6;917;5;951;6;958;7;957;4;895;FISH_CATCH;
35642;4;917;5;951;6;958;7;957;4;895;PLAYER_SWITCH;
36314;4;918;5;952;6;959;7;957;4;895;FISH_CATCH;
36563;4;918;5;952;6;959;7;957;7;895;PLAYER_SWITCH;
37329;4;919;5;952;6;960;7;958;7;895;FISH_CATCH;
38329;4;920;5;953;6;961;7;959;7;896;FISH_CATCH;
39329;4;920;5;954;6;961;7;960;7;896;FISH_CATCH;
40142;5;920;5;954;6;961;7;960;7;896;PLAYER_SWITCH;
40345;5;921;5;955;6;961;7;960;7;897;FISH_CATCH;
41345;5;921;5;956;6;962;7;961;7;898;FISH_CATCH;
41923;4;921;5;956;6;962;7;961;7;898;PLAYER_SWITCH;
42360;4;921;5;957;6;963;7;961;7;899;FISH_CATCH;
43361;4;922;5;957;6;964;7;962;7;900;FISH_CATCH;
44363;4;922;5;958;6;965;7;963;7;900;FISH_CATCH;
44378;8;922;5;958;6;965;7;963;7;900;PLAYER_SWITCH;
45363;8;922;5;958;6;965;7;964;7;901;FISH_CATCH;
46378;8;922;5;959;6;966;7;964;7;902;FISH_CATCH;
47378;8;922;5;960;6;967;7;965;7;903;FISH_CATCH;
48394;8;923;5;961;6;967;7;966;7;904;FISH_CATCH;
