time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;0;429;7;416;8;430;6;431;9;414;FISH_CATCH;
999;0;430;7;417;8;431;6;432;9;415;FISH_CATCH;
1999;0;430;7;418;8;431;6;433;9;415;FISH_CATCH;
3015;0;430;7;418;8;432;6;433;9;416;FISH_CATCH;
4030;0;431;7;419;8;433;6;434;9;417;FISH_CATCH;
4827;5;431;7;419;8;433;6;434;9;417;PLAYER_SWITCH;
5035;5;432;7;420;8;434;6;434;9;418;FISH_CATCH;
6046;5;432;7;421;8;435;6;434;9;418;FISH_CATCH;
7046;5;433;7;422;8;436;6;435;9;418;FISH_CATCH;
7640;5;433;7;422;8;436;6;435;2;418;PLAYER_SWITCH;
8061;5;433;7;423;8;437;6;436;2;419;FISH_CATCH;
9077;5;434;7;423;8;438;6;437;2;420;FISH_CATCH;
10077;5;434;7;424;8;438;6;438;2;421;FISH_CATCH;
11077;5;435;7;425;8;439;6;438;2;422;FISH_CATCH;
12093;5;436;7;426;8;440;6;439;2;422;FISH_CATCH;
13108;5;437;7;427;8;441;6;439;2;423;FISH_CATCH;
14124;5;438;7;428;8;442;6;439;2;423;FISH_CATCH;
15140;5;439;7;429;8;443;6;440;2;424;FISH_CATCH;
16155;5;439;7;429;8;443;6;440;2;424;FISH_CATCH;
17156;5;440;7;429;8;444;6;441;2;425;FISH_CATCH;
18156;5;441;7;430;8;445;6;441;2;425;FISH_CATCH;
19156;5;441;7;431;8;446;6;442;2;425;FISH_CATCH;
19906;5;441;7;431;8;446;6;442;9;425;PLAYER_SWITCH;
20172;5;442;7;431;8;447;6;443;9;426;FISH_CATCH;
21172;5;443;7;432;8;448;6;444;9;426;FISH_CATCH;
22172;5;444;7;432;8;449;6;444;9;427;FISH_CATCH;
23188;5;445;7;432;8;450;6;445;9;427;FISH_CATCH;
24188;5;445;7;432;8;450;6;445;9;428;FISH_CATCH;
25203;5;446;7;433;8;451;6;446;9;429;FISH_CATCH;
26203;5;446;7;434;8;452;6;447;9;429;FISH_CATCH;
27203;5;447;7;435;8;453;6;448;9;430;FISH_CATCH;
28219;5;447;7;436;8;454;6;449;9;431;FISH_CATCH;
29219;5;447;7;437;8;455;6;449;9;432;FISH_CATCH;
30219;5;448;7;438;8;455;6;450;9;432;FISH_CATCH;
31235;5;448;7;438;8;456;6;451;9;433;FISH_CATCH;
32235;5;449;7;439;8;457;6;452;9;434;FISH_CATCH;
33250;5;449;7;440;8;458;6;453;9;434;FISH_CATCH;
34266;5;449;7;441;8;459;6;454;9;434;FISH_CATCH;
35266;5;450;7;442;8;460;6;455;9;435;FISH_CATCH;
36266;5;451;7;443;8;460;6;456;9;436;FISH_CATCH;
37266;5;452;7;444;8;461;6;457;9;436;FISH_CATCH;
38266;5;453;7;445;8;462;6;457;9;437;FISH_CATCH;
39269;5;454;7;446;8;462;6;457;9;437;FISH_CATCH;
40269;5;454;7;447;8;463;6;457;9;438;FISH_CATCH;
41284;5;454;7;448;8;464;6;457;9;439;FISH_CATCH;
42300;5;455;7;448;8;465;6;458;9;439;FISH_CATCH;
43300;5;455;7;449;8;466;6;458;9;439;FISH_CATCH;
44316;5;455;7;450;8;467;6;459;9;440;FISH_CATCH;
45331;5;456;7;451;8;468;6;460;9;441;FISH_CATCH;
46347;5;457;7;452;8;468;6;460;9;441;FISH_CATCH;
47347;5;457;7;453;8;468;6;460;9;441;FISH_CATCH;
48347;5;458;7;454;8;469;6;461;9;442;FISH_CATCH;
49362;5;458;7;454;8;470;6;461;9;443;FISH_CATCH;
50378;5;459;7;454;8;470;6;462;9;444;FISH_CATCH;
51378;5;459;7;455;8;471;6;463;9;445;FISH_CATCH;
52394;5;459;7;456;8;471;6;464;9;445;FISH_CATCH;
53394;5;460;7;457;8;472;6;465;9;446;FISH_CATCH;
54409;5;460;7;457;8;472;6;466;9;447;FISH_CATCH;
55425;5;461;7;457;8;473;6;467;9;448;FISH_CATCH;
56425;5;462;7;458;8;474;6;468;9;448;FISH_CATCH;
57441;5;462;7;458;8;475;6;469;9;448;FISH_CATCH;
58441;5;462;7;459;8;476;6;470;9;449;FISH_CATCH;
59456;5;463;7;460;8;477;6;470;9;450;FISH_CATCH;
60472;5;464;7;461;8;478;6;471;9;451;FISH_CATCH;
61487;5;465;7;462;8;479;6;472;9;452;FISH_CATCH;
62503;5;466;7;463;8;480;6;473;9;453;FISH_CATCH;
63505;5;467;7;464;8;481;6;474;9;453;FISH_CATCH;
64511;5;468;7;465;8;481;6;475;9;454;FISH_CATCH;
65511;5;469;7;466;8;481;6;476;9;455;FISH_CATCH;
66527;5;470;7;467;8;481;6;477;9;456;FISH_CATCH;
67527;5;471;7;468;8;482;6;478;9;457;FISH_CATCH;
68533;5;472;7;469;8;483;6;479;9;457;FISH_CATCH;
69533;5;472;7;470;8;484;6;480;9;458;FISH_CATCH;
70548;5;472;7;470;8;485;6;481;9;458;FISH_CATCH;
71554;5;473;7;470;8;486;6;482;9;459;FISH_CATCH;
72554;5;474;7;470;8;487;6;483;9;460;FISH_CATCH;
73554;5;475;7;471;8;488;6;484;9;461;FISH_CATCH;
74554;5;476;7;472;8;489;6;485;9;462;FISH_CATCH;
75039;5;476;7;472;8;489;6;485;9;462;ROUND_END;
