time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;6;1263;2;1258;8;1216;9;1235;7;1244;FISH_CATCH;
1000;6;1263;2;1259;8;1216;9;1236;7;1244;FISH_CATCH;
2002;6;1263;2;1259;8;1217;9;1236;7;1244;FISH_CATCH;
2439;6;1263;2;1259;8;1217;9;1236;4;1244;PLAYER_SWITCH;
3002;6;1264;2;1260;8;1218;9;1237;4;1244;FISH_CATCH;
4017;6;1264;2;1261;8;1219;9;1238;4;1244;FISH_CATCH;
5017;6;1264;2;1261;8;1219;9;1238;4;1245;FISH_CATCH;
6033;6;1265;2;1262;8;1220;9;1238;4;1245;FISH_CATCH;
7041;6;1265;2;1262;8;1221;9;1238;4;1245;FISH_CATCH;
8042;6;1265;2;1262;8;1222;9;1238;4;1245;FISH_CATCH;
8183;6;1265;2;1262;8;1222;9;1238;7;1245;PLAYER_SWITCH;
8761;6;1265;5;1262;8;1222;9;1238;7;1245;PLAYER_SWITCH;
9042;6;1265;5;1262;8;1223;9;1239;7;1245;FISH_CATCH;
10058;6;1265;5;1262;8;1223;9;1239;7;1246;FISH_CATCH;
10964;0;1265;5;1262;8;1223;9;1239;7;1246;PLAYER_SWITCH;
11073;0;1265;5;1262;8;1224;9;1239;7;1246;FISH_CATCH;
12089;0;1265;5;1263;8;1224;9;1239;7;1247;FISH_CATCH;
13089;0;1265;5;1263;8;1225;9;1239;7;1247;FISH_CATCH;
13730;0;1265;5;1263;8;1225;3;1239;7;1247;PLAYER_SWITCH;
14105;0;1265;5;1264;8;1225;3;1240;7;1247;FISH_CATCH;
15120;0;1265;5;1264;8;1225;3;1241;7;1247;FISH_CATCH;
15823;0;1265;1;1264;8;1225;3;1241;7;1247;PLAYER_SWITCH;
15901;0;1265;1;1264;2;1225;3;1241;7;1247;PLAYER_SWITCH;
16120;0;1266;1;1264;2;1225;3;1242;7;1248;FISH_CATCH;
16198;0;1266;1;1264;2;1225;3;1242;4;1248;PLAYER_SWITCH;
17136;0;1267;1;1265;2;1226;3;1243;4;1248;FISH_CATCH;
18136;0;1268;1;1265;2;1226;3;1243;4;1249;FISH_CATCH;
19152;0;1269;1;1265;2;1227;3;1243;4;1250;FISH_CATCH;
20152;0;1269;1;1265;2;1227;3;1243;4;1251;FISH_CATCH;
21152;0;1269;1;1265;2;1228;3;1243;4;1251;FISH_CATCH;
22152;0;1269;1;1266;2;1229;3;1244;4;1251;FISH_CATCH;
23160;0;1270;1;1267;2;1229;3;1245;4;1252;FISH_CATCH;
23990;0;1270;1;1267;9;1229;3;1245;4;1252;PLAYER_SWITCH;
