time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;7;300;0;318;8;273;5;270;6;292;FISH_CATCH;
999;7;300;0;318;8;273;5;270;6;292;FISH_CATCH;
2000;7;300;0;319;8;273;5;271;6;292;FISH_CATCH;
2109;7;300;0;319;8;273;2;271;6;292;PLAYER_SWITCH;
2718;7;300;0;319;8;273;2;271;1;292;PLAYER_SWITCH;
3000;7;301;0;320;8;273;2;272;1;292;FISH_CATCH;
3328;7;301;0;320;3;273;2;272;1;292;PLAYER_SWITCH;
3421;4;301;0;320;3;273;2;272;1;292;PLAYER_SWITCH;
4000;4;301;0;321;3;273;2;273;1;292;FISH_CATCH;
5001;4;302;0;321;3;274;2;274;1;293;FISH_CATCH;
6001;4;302;0;321;3;275;2;275;1;294;FISH_CATCH;
7016;4;303;0;322;3;276;2;275;1;295;FISH_CATCH;
8032;4;304;0;323;3;276;2;276;1;295;FISH_CATCH;
9042;4;305;0;324;3;277;2;277;1;295;FISH_CATCH;
10057;4;306;0;325;3;277;2;278;1;295;FISH_CATCH;
11058;4;306;0;325;3;278;2;279;1;296;FISH_CATCH;
12073;4;307;0;326;3;279;2;280;1;297;FISH_CATCH;
13073;4;307;0;327;3;280;2;280;1;297;FISH_CATCH;
14089;4;307;0;328;3;280;2;281;1;298;FISH_CATCH;
15104;4;307;0;329;3;280;2;282;1;299;FISH_CATCH;
16105;4;307;0;330;3;281;2;283;1;299;FISH_CATCH;
17121;4;308;0;331;3;281;2;284;1;300;FISH_CATCH;
18136;4;309;0;332;3;282;2;285;1;300;FISH_CATCH;
19136;4;310;0;333;3;283;2;286;1;301;FISH_CATCH;
20136;4;310;0;334;3;284;2;287;1;302;FISH_CATCH;
20699;7;310;0;334;3;284;2;287;1;302;PLAYER_SWITCH;
21152;7;311;0;334;3;284;2;288;1;303;FISH_CATCH;
22152;7;311;0;334;3;285;2;288;1;304;FISH_CATCH;
23167;7;311;0;335;3;286;2;289;1;305;FISH_CATCH;
24168;7;311;0;336;3;287;2;290;1;305;FISH_CATCH;
25183;7;312;0;337;3;287;2;291;1;306;FISH_CATCH;
26199;7;313;0;338;3;288;2;292;1;306;FISH_CATCH;
27214;7;313;0;339;3;289;2;293;1;306;FISH_CATCH;
28230;7;314;0;340;3;290;2;294;1;307;FISH_CATCH;
29230;7;314;0;341;3;291;2;295;1;308;FISH_CATCH;
30246;7;314;0;342;3;291;2;296;1;308;FISH_CATCH;
31246;7;315;0;343;3;292;2;296;1;308;FISH_CATCH;
32261;7;315;0;344;3;292;2;297;1;309;FISH_CATCH;
33261;7;315;0;344;3;293;2;297;1;310;FISH_CATCH;
34277;7;315;0;345;3;293;2;298;1;310;FISH_CATCH;
35292;7;315;0;345;3;294;2;298;1;311;FISH_CATCH;
36293;7;316;0;346;3;295;2;299;1;312;FISH_CATCH;
36902;4;316;0;346;3;295;2;299;1;312;PLAYER_SWITCH;
37308;4;316;0;347;3;296;2;299;1;312;FISH_CATCH;
38308;4;317;0;348;3;296;2;300;1;313;FISH_CATCH;
39324;4;318;0;349;3;297;2;301;1;313;FISH_CATCH;
40327;4;319;0;349;3;298;2;302;1;313;FISH_CATCH;
41343;4;320;0;350;3;299;2;303;1;314;FISH_CATCH;
42358;4;320;0;351;3;300;2;304;1;314;FISH_CATCH;
43358;4;320;0;351;3;301;2;304;1;314;FISH_CATCH;
44374;4;321;0;352;3;301;2;304;1;314;FISH_CATCH;
45390;4;321;0;353;3;301;2;304;1;314;FISH_CATCH;
46390;4;322;0;354;3;301;2;304;1;315;FISH_CATCH;
47405;4;322;0;355;3;302;2;305;1;315;FISH_CATCH;
48405;4;323;0;356;3;303;2;305;1;316;FISH_CATCH;
49421;4;324;0;357;3;304;2;306;1;316;FISH_CATCH;
49695;4;324;0;357;3;304;9;306;1;316;PLAYER_SWITCH;
50429;4;325;0;358;3;304;9;306;1;317;FISH_CATCH;
51445;4;325;0;358;3;304;9;306;1;317;FISH_CATCH;
52164;4;325;0;358;3;304;2;306;1;317;PLAYER_SWITCH;
52460;4;326;0;359;3;305;2;307;1;318;FISH_CATCH;
53476;4;327;0;359;3;305;2;308;1;318;FISH_CATCH;
54476;4;328;0;359;3;306;2;309;1;319;FISH_CATCH;
55486;4;329;0;360;3;307;2;309;1;319;FISH_CATCH;
56492;4;330;0;361;3;307;2;310;1;319;FISH_CATCH;
57508;4;330;0;362;3;308;2;311;1;320;FISH_CATCH;
58508;4;331;0;362;3;309;2;312;1;321;FISH_CATCH;
59524;4;332;0;363;3;310;2;313;1;321;FISH_CATCH;
60539;4;333;0;364;3;310;2;313;1;322;FISH_CATCH;
61539;4;333;0;364;3;310;2;313;1;322;FISH_CATCH;
62555;4;333;0;365;3;311;2;314;1;322;FISH_CATCH;
63555;4;334;0;366;3;312;2;315;1;323;FISH_CATCH;
64564;4;334;0;366;3;313;2;316;1;323;FISH_CATCH;
65564;4;335;0;367;3;314;2;317;1;324;FISH_CATCH;
66580;4;335;0;368;3;314;2;317;1;325;FISH_CATCH;
67595;4;335;0;369;3;315;2;318;1;326;FISH_CATCH;
68595;4;336;0;370;3;316;2;319;1;327;FISH_CATCH;
69595;4;337;0;371;3;317;2;320;1;328;FISH_CATCH;
70611;4;338;0;372;3;318;2;321;1;329;FISH_CATCH;
71626;4;339;0;372;3;319;2;321;1;329;FISH_CATCH;
72626;4;340;0;373;3;320;2;322;1;330;FISH_CATCH;
73642;4;341;0;374;3;321;2;322;1;331;FISH_CATCH;
74642;4;342;0;375;3;321;2;322;1;332;FISH_CATCH;
75033;4;342;0;375;3;321;2;322;1;332;ROUND_END;
