time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;1;1980;3;2063;0;1941;9;1973;8;1985;FISH_CATCH;
1000;1;1980;3;2063;0;1941;9;1974;8;1985;FISH_CATCH;
2000;1;1981;3;2063;0;1941;9;1974;8;1986;FISH_CATCH;
2953;1;1981;3;2063;0;1941;4;1974;8;1986;PLAYER_SWITCH;
3015;1;1981;3;2063;0;1941;4;1974;8;1987;FISH_CATCH;
4015;1;1981;3;2064;0;1941;4;1974;8;1988;FISH_CATCH;
5015;1;1981;3;2065;0;1942;4;1975;8;1988;FISH_CATCH;
5765;1;1981;3;2065;0;1942;4;1975;2;1988;PLAYER_SWITCH;
6015;1;1981;3;2065;0;1942;4;1975;2;1988;FISH_CATCH;
7031;1;1981;3;2065;0;1942;4;1975;2;1988;FISH_CATCH;
7281;1;1981;3;2065;0;1942;9;1975;2;1988;PLAYER_SWITCH;
8047;1;1982;3;2066;0;1943;9;1976;2;1988;FISH_CATCH;
8406;1;1982;3;2066;7;1943;9;1976;2;1988;PLAYER_SWITCH;
8515;6;1982;3;2066;7;1943;9;1976;2;1988;PLAYER_SWITCH;
9047;6;1983;3;2066;7;1943;9;1976;2;1988;FISH_CATCH;
9281;6;1983;3;2066;7;1943;9;1976;5;1988;PLAYER_SWITCH;
10062;6;1983;3;2066;7;1943;9;1976;5;1988;FISH_CATCH;
11078;6;1984;3;2067;7;1944;9;1976;5;1989;FISH_CATCH;
12078;6;1985;3;2067;7;1945;9;1977;5;1989;FISH_CATCH;
12828;6;1985;8;2067;7;1945;9;1977;5;1989;PLAYER_SWITCH;
13094;6;1986;8;2067;7;1945;9;1977;5;1989;FISH_CATCH;
14109;6;1987;8;2067;7;1946;9;1978;5;1990;FISH_CATCH;
15109;6;1987;8;2067;7;1946;9;1979;5;1991;FISH_CATCH;
16125;6;1988;8;2068;7;1946;9;1979;5;1992;FISH_CATCH;
17134;6;1989;8;2069;7;1946;9;1980;5;1993;FISH_CATCH;
18134;6;1989;8;2070;7;1947;9;1980;5;1994;FISH_CATCH;
19149;6;1990;8;2071;7;1948;9;1981;5;1994;FISH_CATCH;
20149;6;1991;8;2071;7;1948;9;1981;5;1994;FISH_CATCH;
