time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;7;53;8;55;2;61;3;54;5;57;FISH_CATCH;
999;7;54;8;56;2;62;3;55;5;58;FISH_CATCH;
1999;7;55;8;57;2;63;3;56;5;59;FISH_CATCH;
3000;7;56;8;58;2;63;3;56;5;60;FISH_CATCH;
3861;7;56;8;58;9;63;3;56;5;60;PLAYER_SWITCH;
4001;7;56;8;59;9;64;3;56;5;61;FISH_CATCH;
5003;7;57;8;60;9;65;3;57;5;61;FISH_CATCH;
6003;7;58;8;61;9;66;3;58;5;61;FISH_CATCH;
7003;7;59;8;62;9;67;3;59;5;62;FISH_CATCH;
8003;7;60;8;63;9;68;3;60;5;63;FISH_CATCH;
8722;7;60;8;63;9;68;3;60;0;63;PLAYER_SWITCH;
9003;7;61;8;64;9;69;3;61;0;64;FISH_CATCH;
10003;7;62;8;65;9;70;3;62;0;65;FISH_CATCH;
11019;7;63;8;66;9;71;3;63;0;66;FISH_CATCH;
12021;7;63;8;67;9;72;3;64;0;67;FISH_CATCH;
13027;7;64;8;68;9;73;3;64;0;68;FISH_CATCH;
14027;7;65;8;69;9;74;3;64;0;69;FISH_CATCH;
15032;7;66;8;70;9;75;3;65;0;69;FISH_CATCH;
16047;7;67;8;71;9;76;3;66;0;69;FISH_CATCH;
17047;7;68;8;72;9;76;3;66;0;70;FISH_CATCH;
18063;7;69;8;73;9;77;3;67;0;71;FISH_CATCH;
19079;7;70;8;74;9;77;3;68;0;72;FISH_CATCH;
20079;7;70;8;75;9;78;3;68;0;73;FISH_CATCH;
21093;7;71;8;76;9;79;3;69;0;73;FISH_CATCH;
22109;7;72;8;77;9;80;3;69;0;74;FISH_CATCH;
23125;7;73;8;77;9;81;3;69;0;75;FISH_CATCH;
23187;7;73;8;77;9;81;6;69;0;75;PLAYER_SWITCH;
24126;7;74;8;78;9;82;6;70;0;76;FISH_CATCH;
25142;7;75;8;79;9;83;6;71;0;76;FISH_CATCH;
26142;7;76;8;80;9;84;6;72;0;77;FISH_CATCH;
27142;7;77;8;81;9;84;6;73;0;78;FISH_CATCH;
28157;7;77;8;82;9;85;6;74;0;79;FISH_CATCH;
28704;7;77;8;82;9;85;6;74;5;79;PLAYER_SWITCH;
29157;7;77;8;83;9;86;6;75;5;80;FISH_CATCH;
30157;7;78;8;84;9;87;6;76;5;81;FISH_CATCH;
31173;7;79;8;85;9;88;6;77;5;82;FISH_CATCH;
32189;7;80;8;86;9;89;6;78;5;83;FISH_CATCH;
33189;7;81;8;87;9;89;6;79;5;84;FISH_CATCH;
33689;7;81;8;87;9;89;6;79;1;84;PLAYER_SWITCH;
34189;7;82;8;88;9;90;6;79;1;84;FISH_CATCH;
34314;7;82;8;88;3;90;6;79;1;84;PLAYER_SWITCH;
