time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;3;1904;2;1923;9;1860;6;1918;1;1879;FISH_CATCH;
999;3;1904;2;1924;9;1860;6;1919;1;1880;FISH_CATCH;
2015;3;1905;2;1924;9;1861;6;1920;1;1881;FISH_CATCH;
3030;3;1906;2;1924;9;1862;6;1921;1;1882;FISH_CATCH;
3483;3;1906;8;1924;9;1862;6;1921;1;1882;PLAYER_SWITCH;
4046;3;1907;8;1925;9;1862;6;1922;1;1882;FISH_CATCH;
5046;3;1907;8;1926;9;1863;6;1923;1;1883;FISH_CATCH;
6046;3;1908;8;1927;9;1864;6;1923;1;1884;FISH_CATCH;
7062;3;1909;8;1928;9;1865;6;1924;1;1885;FISH_CATCH;
8077;3;1910;8;1929;9;1866;6;1925;1;1886;FISH_CATCH;
9077;3;1910;8;1930;9;1867;6;1926;1;1887;FISH_CATCH;
10093;3;1910;8;1931;9;1868;6;1927;1;1888;FISH_CATCH;
11093;3;1911;8;1932;9;1869;6;1928;1;1889;FISH_CATCH;
12093;3;1912;8;1933;9;1869;6;1929;1;1890;FISH_CATCH;
13109;3;1913;8;1934;9;1870;6;1930;1;1891;FISH_CATCH;
14124;3;1914;8;1935;9;1871;6;1931;1;1892;FISH_CATCH;
15140;3;1915;8;1936;9;1871;6;1932;1;1893;FISH_CATCH;
16140;3;1916;8;1937;9;1872;6;1933;1;1894;FISH_CATCH;
17156;3;1917;8;1938;9;1873;6;1934;1;1895;FISH_CATCH;
18171;3;1918;8;1939;9;1874;6;1935;1;1896;FISH_CATCH;
19187;3;1919;8;1940;9;1875;6;1936;1;1896;FISH_CATCH;
20203;3;1920;8;1941;9;1876;6;1937;1;1897;FISH_CATCH;
21203;3;1921;8;1942;9;1877;6;1938;1;1898;FISH_CATCH;
22218;3;1922;8;1943;9;1878;6;1939;1;1899;FISH_CATCH;
23218;3;1923;8;1944;9;1879;6;1940;1;1900;FISH_CATCH;
24218;3;1924;8;1945;9;1880;6;1941;1;1901;FISH_CATCH;
25227;3;1925;8;1945;9;1881;6;1942;1;1902;FISH_CATCH;
26243;3;1926;8;1946;9;1882;6;1943;1;1903;FISH_CATCH;
27258;3;1927;8;1947;9;1883;6;1944;1;1904;FISH_CATCH;
28268;3;1928;8;1948;9;1884;6;1945;1;1905;FISH_CATCH;
29268;3;1929;8;1949;9;1885;6;1946;1;1906;FISH_CATCH;
30269;3;1930;8;1950;9;1885;6;1947;1;1907;FISH_CATCH;
31284;3;1930;8;1951;9;1886;6;1948;1;1908;FISH_CATCH;
32284;3;1931;8;1952;9;1887;6;1949;1;1909;FISH_CATCH;
33300;3;1931;8;1953;9;1888;6;1949;1;1910;FISH_CATCH;
34300;3;1932;8;1954;9;1889;6;1950;1;1910;FISH_CATCH;
35300;3;1933;8;1955;9;1890;6;1951;1;1911;FISH_CATCH;
36315;3;1934;8;1956;9;1891;6;1952;1;1912;FISH_CATCH;
37318;3;1935;8;1957;9;1891;6;1952;1;1913;FISH_CATCH;
38318;3;1936;8;1957;9;1892;6;1953;1;1914;FISH_CATCH;
39334;3;1936;8;1958;9;1893;6;1954;1;1915;FISH_CATCH;
40334;3;1937;8;1959;9;1894;6;1955;1;1916;FISH_CATCH;
41334;3;1938;8;1959;9;1895;6;1956;1;1917;FISH_CATCH;
42334;3;1939;8;1960;9;1896;6;1956;1;1918;FISH_CATCH;
43349;3;1940;8;1961;9;1896;6;1957;1;1918;FISH_CATCH;
44349;3;1941;8;1962;9;1897;6;1958;1;1919;FISH_CATCH;
45358;3;1942;8;1963;9;1898;6;1959;1;1920;FISH_CATCH;
