time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;5;1224;1;1243;7;1166;9;1234;2;1205;FISH_CATCH;
999;5;1225;1;1244;7;1167;9;1235;2;1205;FISH_CATCH;
2015;5;1225;1;1244;7;1167;9;1235;2;1205;FISH_CATCH;
2453;5;1225;1;1244;7;1167;9;1235;8;1205;PLAYER_SWITCH;
3015;5;1226;1;1245;7;1167;9;1236;8;1206;FISH_CATCH;
4015;5;1226;1;1246;7;1168;9;1237;8;1207;FISH_CATCH;
5020;5;1227;1;1246;7;1168;9;1237;8;1208;FISH_CATCH;
6020;5;1227;1;1246;7;1169;9;1238;8;1209;FISH_CATCH;
7036;5;1227;1;1246;7;1170;9;1238;8;1210;FISH_CATCH;
7958;5;1227;8;1246;7;1170;9;1238;8;1210;PLAYER_SWITCH;
8051;5;1228;8;1247;7;1171;9;1238;8;1211;FISH_CATCH;
9051;5;1228;8;1248;7;1172;9;1239;8;1211;FISH_CATCH;
10051;5;1228;8;1249;7;1173;9;1240;8;1212;FISH_CATCH;
11067;5;1229;8;1250;7;1174;9;1240;8;1213;FISH_CATCH;
12083;5;1230;8;1251;7;1175;9;1240;8;1214;FISH_CATCH;
13083;5;1230;8;1252;7;1175;9;1240;8;1214;FISH_CATCH;
14098;5;1230;8;1252;7;1175;9;1240;8;1215;FISH_CATCH;
14536;2;1230;8;1252;7;1175;9;1240;8;1215;PLAYER_SWITCH;
15098;2;1230;8;1253;7;1176;9;1241;8;1215;FISH_CATCH;
16098;2;1231;8;1253;7;1177;9;1242;8;1215;FISH_CATCH;
17098;2;1231;8;1253;7;1177;9;1243;8;1215;FISH_CATCH;
18098;2;1231;8;1253;7;1178;9;1243;8;1216;FISH_CATCH;
18505;6;1231;8;1253;7;1178;9;1243;8;1216;PLAYER_SWITCH;
19114;6;1231;8;1253;7;1179;9;1244;8;1216;FISH_CATCH;
20116;6;1231;8;1253;7;1180;9;1245;8;1216;FISH_CATCH;
21116;6;1232;8;1253;7;1180;9;1245;8;1216;FISH_CATCH;
22101;6;1232;8;1253;2;1180;9;1245;8;1216;PLAYER_SWITCH;
22116;6;1233;8;1254;2;1180;9;1245;8;1217;FISH_CATCH;
23117;6;1234;8;1254;2;1181;9;1246;8;1217;FISH_CATCH;
23663;6;1234;3;1254;2;1181;9;1246;8;1217;PLAYER_SWITCH;
24132;6;1234;3;1255;2;1181;9;1246;8;1217;FISH_CATCH;
