time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;9;316;2;310;3;349;0;326;6;314;FISH_CATCH;
999;9;316;2;310;3;349;0;326;6;315;FISH_CATCH;
1999;9;316;2;311;3;350;0;327;6;315;FISH_CATCH;
2062;9;316;2;311;3;350;5;327;6;315;PLAYER_SWITCH;
3015;9;316;2;311;3;351;5;328;6;316;FISH_CATCH;
4015;9;316;2;311;3;352;5;329;6;316;FISH_CATCH;
4155;1;316;2;311;3;352;5;329;6;316;PLAYER_SWITCH;
5030;1;317;2;312;3;353;5;330;6;317;FISH_CATCH;
6030;1;318;2;312;3;354;5;330;6;318;FISH_CATCH;
7030;1;319;2;312;3;355;5;331;6;319;FISH_CATCH;
8046;1;320;2;313;3;355;5;331;6;320;FISH_CATCH;
9046;1;321;2;314;3;355;5;332;6;321;FISH_CATCH;
10046;1;322;2;315;3;355;5;333;6;322;FISH_CATCH;
11046;1;323;2;316;3;355;5;333;6;322;FISH_CATCH;
12062;1;323;2;317;3;355;5;333;6;323;FISH_CATCH;
13072;1;324;2;318;3;355;5;334;6;324;FISH_CATCH;
14087;1;325;2;319;3;355;5;335;6;325;FISH_CATCH;
15097;1;326;2;319;3;355;5;336;6;325;FISH_CATCH;
16097;1;327;2;320;3;355;5;336;6;326;FISH_CATCH;
16300;1;327;6;320;3;355;5;336;6;326;PLAYER_SWITCH;
17097;1;327;6;320;3;356;5;336;6;327;FISH_CATCH;
18097;1;327;6;320;3;357;5;336;6;328;FISH_CATCH;
19113;1;328;6;321;3;357;5;337;6;329;FISH_CATCH;
20121;1;329;6;321;3;357;5;338;6;330;FISH_CATCH;
21131;1;330;6;321;3;357;5;339;6;331;FISH_CATCH;
22131;1;331;6;321;3;358;5;339;6;331;FISH_CATCH;
23131;1;331;6;322;3;359;5;340;6;332;FISH_CATCH;
23912;1;331;3;322;3;359;5;340;6;332;PLAYER_SWITCH;
24146;1;331;3;323;3;360;5;341;6;333;FISH_CATCH;
25162;1;331;3;324;3;361;5;342;6;334;FISH_CATCH;
26162;1;331;3;325;3;362;5;342;6;335;FISH_CATCH;
27171;1;331;3;326;3;362;5;343;6;336;FISH_CATCH;
