time;players.1.FishingPosition;players.1.score;players.2.FishingPosition;players.2.score;players.3.FishingPosition;players.3.score;players.4.FishingPosition;players.4.score;players.5.FishingPosition;players.5.score;event_type;
0;9;2101;0;2119;1;2069;8;2048;6;2060;FISH_CATCH;
995;9;2102;0;2119;1;2070;8;2048;6;2060;FISH_CATCH;
1917;9;2102;0;2119;1;2070;4;2048;6;2060;PLAYER_SWITCH;
1999;9;2102;0;2119;1;2070;4;2049;6;2061;FISH_CATCH;
2417;2;2102;0;2119;1;2070;4;2049;6;2061;PLAYER_SWITCH;
3010;2;2102;0;2119;1;2071;4;2049;6;2061;FISH_CATCH;
4010;2;2103;0;2120;1;2072;4;2050;6;2061;FISH_CATCH;
5026;2;2103;0;2120;1;2072;4;2051;6;2062;FISH_CATCH;
5729;5;2103;0;2120;1;2072;4;2051;6;2062;PLAYER_SWITCH;
6042;5;2103;0;2121;1;2073;4;2051;6;2062;FISH_CATCH;
6167;5;2103;9;2121;1;2073;4;2051;6;2062;PLAYER_SWITCH;
7057;5;2104;9;2121;1;2073;4;2051;6;2063;FISH_CATCH;
8073;5;2104;9;2121;1;2073;4;2052;6;2063;FISH_CATCH;
8250;5;2104;9;2121;1;2073;4;2052;3;2063;PLAYER_SWITCH;
9088;5;2105;9;2122;1;2074;4;2052;3;2064;FISH_CATCH;
10089;5;2106;9;2122;1;2075;4;2053;3;2065;FISH_CATCH;
11089;5;2106;9;2123;1;2076;4;2053;3;2065;FISH_CATCH;
12105;5;2106;9;2123;1;2076;4;2053;3;2065;FISH_CATCH;
12761;5;2106;9;2123;1;2076;6;2053;3;2065;PLAYER_SWITCH;
13120;5;2106;9;2123;1;2077;6;2053;3;2066;FISH_CATCH;
13230;5;2106;9;2123;8;2077;6;2053;3;2066;PLAYER_SWITCH;
14120;5;2107;9;2124;8;2077;6;2053;3;2067;FISH_CATCH;
15120;5;2108;9;2124;8;2078;6;2054;3;2068;FISH_CATCH;
16136;5;2109;9;2125;8;2079;6;2054;3;2068;FISH_CATCH;
17136;5;2109;9;2126;8;2080;6;2054;3;2068;FISH_CATCH;
18136;5;2110;9;2126;8;2081;6;2055;3;2069;FISH_CATCH;
19151;5;2110;9;2127;8;2081;6;2055;3;2070;FISH_CATCH;
20161;5;2110;9;2128;8;2082;6;2055;3;2071;FISH_CATCH;
21168;5;2110;9;2129;8;2082;6;2055;3;2071;FISH_CATCH;
22183;5;2110;9;2129;8;2083;6;2056;3;2072;FISH_CATCH;
22480;5;2110;9;2129;8;2083;6;2056;7;2072;PLAYER_SWITCH;
23199;5;2110;9;2130;8;2083;6;2056;7;2073;FISH_CATCH;
24199;5;2111;9;2131;8;2084;6;2057;7;2074;FISH_CATCH;
25215;5;2112;9;2132;8;2084;6;2057;7;2075;FISH_CATCH;
26215;5;2112;9;2132;8;2084;6;2057;7;2075;FISH_CATCH;
27215;5;2112;9;2133;8;2084;6;2057;7;2075;FISH_CATCH;
28215;5;2112;9;2133;8;2084;6;2058;7;2075;FISH_CATCH;
